molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
2SBFN,toluene,stda,-3.02e-08,-5.89e-08,4.2,3.388,0.8120000000000003,0.0909,7.445
2SBFN,toluene,stddft,4e-08,1.026e-07,4.163,3.335,0.8280000000000003,0.1483,7.445
2SPBAC-BP,gas,stda,-7.06e-08,-6.04e-08,3.647,3.064,0.5829999999999997,0.1859,6.227
2SPBAC-BP,gas,stddft,7.6e-09,-4.24e-08,3.605,3.03,0.5750000000000002,0.2351,6.227
2SPBAC-BP,toluene,stda,-7.05e-08,5.56e-08,3.396,2.812,0.5840000000000001,0.0899,5.9079999999999995
2SPBAC-BP,toluene,stddft,3.6e-08,-3.12e-08,3.345,2.78,0.5650000000000004,0.1145,5.9079999999999995
2TCz-DPS,gas,stda,2e-08,-5.56e-08,3.854,3.389,0.4650000000000003,0.0404,6.9719999999999995
2TCz-DPS,gas,stddft,3.59e-08,2.74e-08,3.805,3.368,0.4370000000000003,0.0326,6.9719999999999995
2TCz-DPS,toluene,stda,7.11e-08,-1.551e-07,3.875,3.431,0.44399999999999995,0.0961,7.136
2TCz-DPS,toluene,stddft,-1.61e-08,1.9e-09,3.817,3.41,0.40700000000000003,0.0841,7.136
2TDBA-SBA,gas,stda,3.2e-08,4.74e-08,3.572,3.074,0.4980000000000002,0.2263,5.813000000000001
2TDBA-SBA,gas,stddft,2.91e-08,4.2e-09,3.497,3.054,0.44300000000000006,0.1905,5.813000000000001
2TDBA-SBA,toluene,stda,3.61e-08,5.05e-08,3.559,3.074,0.4850000000000003,0.2436,5.79
2TDBA-SBA,toluene,stddft,8.9e-09,-3.8e-09,3.486,3.055,0.43100000000000005,0.2027,5.79
2Trz6CNDBT,gas,stda,-5.13e-08,3.83e-08,3.909,3.568,0.34099999999999975,0.1548,7.406000000000001
2Trz6CNDBT,gas,stddft,4.9e-09,-7.1e-09,3.86,3.549,0.31099999999999994,0.1422,7.406000000000001
2Trz6CNDBT,toluene,stda,6.99e-08,-2.78e-08,3.892,3.545,0.347,0.157,7.433999999999999
2Trz6CNDBT,toluene,stddft,6.3e-08,-1.9e-08,3.842,3.527,0.31499999999999995,0.1427,7.433999999999999
2tCz2CzBn,gas,stda,5.2e-09,3.17e-08,3.425,3.162,0.2629999999999999,0.3948,6.781000000000001
2tCz2CzBn,gas,stddft,9e-10,9.1e-09,3.388,3.151,0.2370000000000001,0.3491,6.781000000000001
2tCz2CzBn,toluene,stda,1.77e-08,3.8e-08,3.303,3.011,0.2919999999999998,0.4316,6.665000000000001
2tCz2CzBn,toluene,stddft,-1.82e-08,1.56e-08,3.261,2.999,0.262,0.376,6.665000000000001
2tPAB,gas,stda,-2.8e-08,-2.64e-08,3.149,2.709,0.43999999999999995,0.4192,6.468000000000001
2tPAB,gas,stddft,3.68e-08,-4e-09,3.076,2.688,0.3879999999999999,0.3396,6.468000000000001
2tPAB,toluene,stda,5.05e-08,-4.39e-08,3.125,2.682,0.44300000000000006,0.417,6.434
2tPAB,toluene,stddft,-5.4e-09,2.37e-08,3.052,2.66,0.3919999999999999,0.3366,6.434
3-ACBPmCN,gas,stda,-2.16e-08,-3.6e-08,3.221,3.089,0.13200000000000012,0.0099,5.103999999999999
3-ACBPmCN,gas,stddft,3.2e-09,1.083e-07,3.219,3.057,0.16199999999999992,0.0104,5.103999999999999
3-ACBPmCN,toluene,stda,-4e-10,3.93e-08,3.2,3.071,0.129,0.0166,4.991
3-ACBPmCN,toluene,stddft,7e-09,1.026e-07,3.198,3.038,0.16000000000000014,0.0181,4.991
3-AcBPdCN,gas,stda,2.45e-08,5.28e-08,2.858,2.357,0.5009999999999999,0.6375,5.33
3-AcBPdCN,gas,stddft,3.99e-08,-3.57e-08,2.797,2.327,0.4700000000000002,0.5488,5.33
3-AcBPdCN,toluene,stda,-2.09e-08,-3.64e-08,2.62,2.097,0.5230000000000001,0.6129,5.016
3-AcBPdCN,toluene,stddft,-1.22e-08,1.113e-07,2.553,2.063,0.48999999999999977,0.5223,5.016
3-AcBPtCN,gas,stda,-4.35e-08,-2.93e-08,2.995,2.805,0.18999999999999995,0.2684,4.611000000000001
3-AcBPtCN,gas,stddft,2.51e-08,-2.25e-08,2.982,2.791,0.19100000000000028,0.2555,4.611000000000001
3-AcBPtCN,toluene,stda,8.06e-08,7.29e-08,2.501,2.023,0.47799999999999976,0.4351,4.873999999999999
3-AcBPtCN,toluene,stddft,-5.2e-09,1.98e-08,2.442,1.989,0.45300000000000007,0.3809,4.873999999999999
3-BHH,gas,stda,-5.28e-08,5.15e-08,4.176,3.233,0.9430000000000001,0.1321,7.383
3-BHH,gas,stddft,-1.28e-08,1.5e-09,4.087,3.191,0.8959999999999999,0.117,7.383
3-BHH,toluene,stda,5.6e-08,2.03e-08,4.15,3.172,0.9780000000000002,0.1464,7.457
3-BHH,toluene,stddft,-6e-09,3e-08,4.056,3.129,0.927,0.1287,7.457
3-DPM,gas,stda,-1.1e-08,1.288e-07,2.99,2.719,0.27100000000000035,0.0312,5.473000000000001
3-DPM,gas,stddft,-2.82e-08,2.93e-08,2.96,2.707,0.2530000000000001,0.0246,5.473000000000001
3-DPM,toluene,stda,4.17e-08,-5.7e-08,2.755,2.514,0.2410000000000001,0.02,5.24
3-DPM,toluene,stddft,4.68e-08,2.8e-09,2.732,2.502,0.23000000000000043,0.0167,5.24
3-DTPA-BBI,gas,stda,6.78e-08,4.38e-08,3.05,2.414,0.6359999999999997,1.7982,5.138999999999999
3-DTPA-BBI,gas,stddft,5.76e-08,-1.03e-08,2.99,2.372,0.6180000000000003,1.4974,5.138999999999999
3-DTPA-BBI,toluene,stda,1.57e-07,1.7e-07,2.868,2.289,0.5789999999999997,1.7895,4.866
3-DTPA-BBI,toluene,stddft,-8.18e-08,-8.2e-08,2.813,2.25,0.5630000000000002,1.518,4.866
35CzBPym,gas,stda,2.34e-08,-8.63e-08,3.536,3.276,0.26000000000000023,0.0641,6.122999999999999
35CzBPym,gas,stddft,3.2e-08,-3.69e-08,3.506,3.266,0.23999999999999977,0.0558,6.122999999999999
35CzBPym,toluene,stda,-5.05e-08,-1.3e-09,3.474,3.215,0.25900000000000034,0.0608,6.035
35CzBPym,toluene,stddft,1.178e-07,6.2e-08,3.444,3.205,0.23899999999999988,0.0525,6.035
35tCzBPym,gas,stda,-8.81e-08,-9.82e-08,3.465,3.207,0.258,0.0634,5.997
35tCzBPym,gas,stddft,1.028e-07,7.23e-08,3.437,3.197,0.23999999999999977,0.0553,5.997
35tCzBPym,toluene,stda,7.07e-08,4.69e-08,3.35,3.082,0.26800000000000024,0.0663,5.878
35tCzBPym,toluene,stddft,-4.97e-08,-5.49e-08,3.32,3.071,0.24899999999999967,0.0574,5.878
36DTPAFM,gas,stda,-2.66e-08,-3.99e-08,2.775,2.426,0.34899999999999975,0.1287,4.705
36DTPAFM,gas,stddft,6.51e-08,8.64e-08,2.755,2.385,0.3700000000000001,0.1242,4.705
36DTPAFM,toluene,stda,2.3e-09,-1.08e-08,2.648,2.243,0.40500000000000025,0.3422,4.458
36DTPAFM,toluene,stddft,9.51e-08,-8.51e-08,2.629,2.205,0.42399999999999993,0.3248,4.458
3BPy-mDTC,gas,stda,-4.67e-08,8.1e-09,3.559,3.299,0.26000000000000023,0.0907,6.135
3BPy-mDTC,gas,stddft,-2.5e-09,9.89e-08,3.53,3.289,0.24099999999999966,0.0826,6.135
3BPy-mDTC,toluene,stda,-4.19e-08,1.48e-08,3.49,3.235,0.25500000000000034,0.0838,6.047
3BPy-mDTC,toluene,stddft,-2.87e-08,8.54e-08,3.462,3.225,0.2370000000000001,0.0753,6.047
3BrBI,gas,stda,-5.85e-08,3.4e-08,3.476,2.723,0.7530000000000001,3.9069,6.293000000000001
3BrBI,gas,stddft,6.79e-08,2.7e-09,3.433,2.667,0.766,3.4225,6.293000000000001
3BrBI,toluene,stda,8.09e-08,-9.81e-08,3.502,2.747,0.7549999999999999,3.8849,6.3530000000000015
3BrBI,toluene,stddft,-1.96e-08,-4.32e-08,3.459,2.692,0.7669999999999999,3.403,6.3530000000000015
3CP-DPS-DMAC,gas,stda,2.6e-09,-3.3e-09,3.82,3.385,0.43500000000000005,0.2009,6.793
3CP-DPS-DMAC,gas,stddft,4.31e-08,-1.73e-08,3.747,3.361,0.3859999999999997,0.1636,6.793
3CP-DPS-DMAC,toluene,stda,8.7e-08,4.15e-08,3.804,3.359,0.44499999999999984,0.158,6.725999999999999
3CP-DPS-DMAC,toluene,stddft,6.53e-08,1.17e-08,3.729,3.335,0.39400000000000013,0.1274,6.725999999999999
3CP-DPS-PXZ,gas,stda,-4.66e-08,2.3e-09,3.098,2.733,0.36499999999999977,0.0149,6.359999999999999
3CP-DPS-PXZ,gas,stddft,-7.41e-08,-5.28e-08,3.061,2.702,0.359,0.0128,6.359999999999999
3CP-DPS-PXZ,toluene,stda,-7.91e-08,6.21e-08,3.129,2.761,0.3679999999999999,0.0132,6.368
3CP-DPS-PXZ,toluene,stddft,-1.77e-08,9.5e-09,3.091,2.73,0.3610000000000002,0.0111,6.368
3CzAnBzt,gas,stda,-4.01e-08,-7.18e-08,3.25,2.243,1.0070000000000001,0.7323,6.147
3CzAnBzt,gas,stddft,-6.68e-08,5.2e-08,3.101,2.173,0.9279999999999999,0.5288,6.147
3CzAnBzt,toluene,stda,6.27e-08,-1.149e-07,3.258,2.253,1.005,0.7095,6.134
3CzAnBzt,toluene,stddft,7.02e-08,-1.028e-07,3.108,2.183,0.9250000000000003,0.5126,6.134
3CzAnN,gas,stda,-2.25e-08,-2.2e-09,3.252,2.248,1.0039999999999996,0.7743,6.220000000000001
3CzAnN,gas,stddft,6e-09,1.285e-07,3.107,2.178,0.9290000000000003,0.5617,6.220000000000001
3CzAnN,toluene,stda,2.71e-08,-2.29e-08,3.259,2.25,1.009,0.7568,6.1899999999999995
3CzAnN,toluene,stddft,3.14e-08,2.73e-08,3.112,2.18,0.9319999999999999,0.547,6.1899999999999995
3CzBN,gas,stda,4.3e-09,1.378e-07,3.844,3.396,0.44799999999999995,0.3168,7.042000000000001
3CzBN,gas,stddft,-5.1e-09,-5.9e-08,3.819,3.371,0.44799999999999995,0.2858,7.042000000000001
3CzBN,toluene,stda,4.32e-08,1.27e-08,3.75,3.344,0.40600000000000014,0.3467,7.031000000000001
3CzBN,toluene,stddft,9.11e-08,-5.86e-08,3.724,3.319,0.40500000000000025,0.3206,7.031000000000001
3CzFTFP,gas,stda,-1.162e-07,-9.7e-09,3.863,3.411,0.45199999999999996,0.1636,7.114000000000001
3CzFTFP,gas,stddft,5.26e-08,-2.25e-08,3.791,3.388,0.403,0.1359,7.114000000000001
3CzFTFP,toluene,stda,2.38e-08,-3.43e-08,3.824,3.366,0.45799999999999974,0.1553,6.920000000000001
3CzFTFP,toluene,stddft,-2.05e-08,4.76e-08,3.749,3.343,0.40600000000000014,0.1285,6.920000000000001
3CzPhpPM,gas,stda,-7.05e-08,-4.02e-08,3.825,3.422,0.403,0.4495,6.731999999999999
3CzPhpPM,gas,stddft,3.52e-08,1.175e-07,3.764,3.4,0.3639999999999999,0.356,6.731999999999999
3CzPhpPM,toluene,stda,2.71e-08,-2.92e-08,3.82,3.411,0.4089999999999998,0.4297,6.728000000000001
3CzPhpPM,toluene,stddft,-6.99e-08,-3.29e-08,3.757,3.389,0.3680000000000003,0.3389,6.728000000000001
3DCPO,gas,stda,5.37e-08,-7.62e-08,3.866,3.406,0.45999999999999996,0.047,7.574000000000001
3DCPO,gas,stddft,-1.85e-08,3.8e-09,3.792,3.384,0.4079999999999999,0.0385,7.574000000000001
3DCPO,toluene,stda,2.5e-08,8.3e-09,3.897,3.397,0.5,0.1917,7.563000000000001
3DCPO,toluene,stddft,-4.94e-08,-5.15e-08,3.827,3.374,0.45299999999999985,0.1598,7.563000000000001
3DMAC-BP-Br,gas,stda,2.4e-08,-3.5e-09,2.822,2.768,0.05400000000000027,0.0817,5.109
3DMAC-BP-Br,gas,stddft,6.3e-09,3.9e-09,2.818,2.762,0.05600000000000005,0.0797,5.109
3DMAC-BP-Br,toluene,stda,9.5e-09,-8.24e-08,2.894,2.419,0.4750000000000001,0.3445,5.2010000000000005
3DMAC-BP-Br,toluene,stddft,2.12e-08,-5.1e-09,2.846,2.39,0.45599999999999996,0.4186,5.2010000000000005
3DMAC-BP-CN,gas,stda,-1.46e-08,-3.04e-08,2.905,2.46,0.44499999999999984,0.0185,5.209
3DMAC-BP-CN,gas,stddft,3.2e-09,1.516e-07,2.897,2.431,0.46599999999999975,0.0035,5.209
3DMAC-BP-CN,toluene,stda,3.16e-08,-7.33e-08,2.803,2.31,0.4929999999999999,0.0982,4.968
3DMAC-BP-CN,toluene,stddft,-3.2e-08,-1.28e-08,2.752,2.28,0.472,0.5258,4.968
3DMACIPN,gas,stda,-4.08e-08,6.9e-09,2.868,2.707,0.16100000000000003,0.1368,5.9799999999999995
3DMACIPN,gas,stddft,-2.4e-09,-1.13e-08,2.858,2.697,0.16100000000000003,0.1266,5.9799999999999995
3DMACIPN,toluene,stda,3.88e-08,-1.9e-09,2.771,2.568,0.20299999999999985,0.1096,5.866999999999999
3DMACIPN,toluene,stddft,1.9e-09,-3.86e-08,2.754,2.559,0.19499999999999984,0.0982,5.866999999999999
3DPA3CN,gas,stda,8.7e-09,-5.11e-08,3.314,2.982,0.33199999999999985,1.4124,5.908
3DPA3CN,gas,stddft,-2.03e-08,-9.95e-08,3.295,2.961,0.3340000000000001,1.2987,5.908
3DPA3CN,toluene,stda,8.4e-09,-1.04e-07,3.203,2.867,0.33599999999999985,1.4,5.807
3DPA3CN,toluene,stddft,-1.73e-08,-2.01e-08,3.183,2.846,0.33699999999999974,1.283,5.807
3DPTIA,gas,stda,7.25e-08,-3.85e-08,3.697,3.255,0.44200000000000017,0.1633,6.470000000000001
3DPTIA,gas,stddft,-2.76e-08,-2.62e-08,3.624,3.234,0.3900000000000001,0.1337,6.470000000000001
3DPTIA,toluene,stda,-2.54e-08,1.25e-08,3.682,3.244,0.4379999999999997,0.1407,6.409
3DPTIA,toluene,stddft,7.74e-08,-1.53e-08,3.609,3.222,0.387,0.1152,6.409
3PCzPFP,gas,stda,7.73e-08,2.44e-08,3.827,3.381,0.4460000000000002,0.1674,6.944
3PCzPFP,gas,stddft,-1.402e-07,2.95e-08,3.754,3.358,0.3959999999999999,0.1385,6.944
3PCzPFP,toluene,stda,1.037e-07,3.07e-08,3.815,3.368,0.44700000000000006,0.1491,6.746
3PCzPFP,toluene,stddft,-6.17e-08,2.55e-08,3.741,3.345,0.3959999999999999,0.1237,6.746
3Py-DMAC,gas,stda,4.21e-08,-9e-10,3.566,3.43,0.13599999999999968,0.2549,5.186
3Py-DMAC,gas,stddft,-1.8e-09,3.99e-08,3.558,3.398,0.1599999999999997,0.2397,5.186
3Py-DMAC,toluene,stda,-9.9e-09,1.1e-09,3.165,2.662,0.5030000000000001,1.1284,5.385999999999999
3Py-DMAC,toluene,stddft,-4.95e-08,1.83e-08,3.117,2.636,0.48099999999999987,0.9842,5.385999999999999
3TCPM,gas,stda,-1.04e-08,3.28e-08,3.732,3.34,0.39200000000000035,1.5291,5.853000000000001
3TCPM,gas,stddft,-6.8e-09,2.26e-08,3.703,3.315,0.3879999999999999,1.3257,5.853000000000001
3TCPM,toluene,stda,-3.62e-08,-9.7e-09,3.643,3.345,0.2979999999999996,0.006,5.755
3TCPM,toluene,stddft,1.53e-08,5.37e-08,3.641,3.323,0.31800000000000006,0.0186,5.755
3TPAFM,gas,stda,1.25e-08,7.74e-08,2.624,2.378,0.246,0.0879,4.702999999999999
3TPAFM,gas,stddft,2.07e-07,1.33e-07,2.599,2.349,0.25,0.084,4.702999999999999
3TPAFM,toluene,stda,-6.66e-08,-7.84e-08,2.475,2.173,0.30200000000000005,0.2308,4.453000000000001
3TPAFM,toluene,stddft,-7.97e-08,2.19e-08,2.447,2.144,0.30299999999999994,0.2204,4.453000000000001
3ai,gas,stda,7.47e-08,5.02e-08,3.637,2.539,1.0979999999999999,0.7973,6.947000000000001
3ai,gas,stddft,-1.56e-08,-8.96e-08,3.458,2.482,0.976,0.547,6.947000000000001
3ai,toluene,stda,3.48e-08,-2.68e-08,3.593,2.518,1.0750000000000002,0.7992,6.966
3ai,toluene,stddft,4.1e-08,9.08e-08,3.408,2.46,0.948,0.546,6.966
3ca,gas,stda,-2.4e-09,-7.33e-08,3.513,2.679,0.8340000000000001,1.4542,6.619
3ca,gas,stddft,-4.48e-08,1.282e-07,3.425,2.63,0.7949999999999999,1.1614,6.619
3ca,toluene,stda,-4.95e-08,1.01e-08,3.501,2.676,0.8249999999999997,1.3956,6.5969999999999995
3ca,toluene,stddft,-8.38e-08,9.8e-09,3.414,2.627,0.7870000000000004,1.1163,6.5969999999999995
4-Ac,gas,stda,1.38e-08,2.75e-08,4.002,3.343,0.6589999999999998,0.6236,7.632
4-Ac,gas,stddft,3.68e-08,-4e-08,3.951,3.313,0.6379999999999999,0.5396,7.632
4-Ac,toluene,stda,-9.24e-08,2.95e-08,3.945,3.252,0.6930000000000001,0.0205,7.550000000000001
4-Ac,toluene,stddft,-7.1e-09,8.19e-08,3.884,3.22,0.6639999999999997,0.017,7.550000000000001
4-DBFBI,gas,stda,2.53e-08,4.23e-08,4.175,3.682,0.4929999999999999,0.4349,7.431
4-DBFBI,gas,stddft,-3.02e-08,-2.75e-08,4.132,3.655,0.47699999999999987,0.3888,7.431
4-DBFBI,toluene,stda,3.65e-08,6.5e-09,4.196,3.713,0.48299999999999965,0.424,7.285000000000001
4-DBFBI,toluene,stddft,2.27e-08,8.2e-09,4.155,3.686,0.4690000000000003,0.3751,7.285000000000001
4-DPM,gas,stda,1.1e-09,3.2e-08,3.034,2.395,0.6389999999999998,1.1998,5.718999999999999
4-DPM,gas,stddft,-2.01e-08,6.6e-09,3.008,2.361,0.6469999999999998,1.0874,5.718999999999999
4-DPM,toluene,stda,-1.21e-08,1.101e-07,2.85,2.226,0.6240000000000001,1.2987,5.516
4-DPM,toluene,stddft,4.31e-08,-1.05e-08,2.817,2.189,0.6280000000000001,1.1603,5.516
4-SCZ,gas,stda,-5.6e-08,7.03e-08,3.67,3.118,0.552,0.1846,7.179
4-SCZ,gas,stddft,-4.22e-08,-3.25e-08,3.59,3.088,0.5019999999999998,0.1533,7.179
4-SCZ,toluene,stda,-1e-10,3.6e-08,3.675,3.12,0.5549999999999997,0.1857,7.1819999999999995
4-SCZ,toluene,stddft,-5.7e-09,-1.57e-08,3.594,3.09,0.504,0.1539,7.1819999999999995
4BPy-mDTC,gas,stda,3.49e-08,1.85e-08,3.542,3.274,0.2679999999999998,0.1147,6.132999999999999
4BPy-mDTC,gas,stddft,1.05e-08,1.022e-07,3.512,3.264,0.24800000000000022,0.1038,6.132999999999999
4BPy-mDTC,toluene,stda,7.66e-08,-8.61e-08,3.44,3.187,0.2530000000000001,0.0803,6.024
4BPy-mDTC,toluene,stddft,7.3e-09,2.98e-08,3.412,3.177,0.23499999999999988,0.0717,6.024
4CzIPN,gas,stda,4.59e-08,1.37e-08,3.298,3.086,0.2120000000000002,0.151,6.504
4CzIPN,gas,stddft,-1.39e-08,3.54e-08,3.269,3.077,0.19200000000000017,0.1358,6.504
4CzIPN,toluene,stda,1.8e-08,1.7e-08,3.21,2.984,0.22599999999999998,0.1588,6.4270000000000005
4CzIPN,toluene,stddft,-3.42e-08,-5e-09,3.18,2.974,0.20599999999999996,0.1427,6.4270000000000005
4CzMC,gas,stda,4.68e-08,1.93e-08,3.77,3.239,0.5310000000000001,0.3813,7.275
4CzMC,gas,stddft,1.85e-08,2.2e-09,3.714,3.206,0.508,0.3473,7.275
4CzMC,toluene,stda,-5.14e-08,3.63e-08,3.738,3.134,0.6040000000000001,0.3997,7.168
4CzMC,toluene,stddft,1.59e-08,3.69e-08,3.677,3.097,0.5800000000000001,0.3673,7.168
4CzTPN,gas,stda,-6.9e-09,-2.37e-08,2.962,2.672,0.29000000000000004,0.4215,6.236
4CzTPN,gas,stddft,4.73e-08,2.56e-08,2.917,2.659,0.258,0.3615,6.236
4CzTPN,toluene,stda,-4.25e-08,-1.8e-09,2.841,2.522,0.3190000000000004,0.4455,6.142
4CzTPN,toluene,stddft,-3.35e-08,2.78e-08,2.79,2.508,0.28200000000000003,0.3773,6.142
4F-m-ν-DABNA,gas,stda,-7.66e-08,-4.58e-08,3.215,2.865,0.34999999999999964,1.0122,6.2299999999999995
4F-m-ν-DABNA,gas,stddft,4.24e-08,1.43e-08,3.174,2.846,0.32799999999999985,0.8896,6.2299999999999995
4F-m-ν-DABNA,toluene,stda,-3.92e-08,2.87e-08,3.203,2.86,0.34299999999999997,1.0391,6.207
4F-m-ν-DABNA,toluene,stddft,5.16e-08,-7.1e-09,3.163,2.841,0.3219999999999996,0.9168,6.207
4F-ν-DABNA,gas,stda,-5.44e-08,-1.43e-08,3.211,2.858,0.35299999999999976,0.931,6.239
4F-ν-DABNA,gas,stddft,3.6e-09,-2.71e-08,3.17,2.839,0.33099999999999996,0.8164,6.239
4F-ν-DABNA,toluene,stda,5.84e-08,2e-10,3.187,2.836,0.351,0.9736,6.206
4F-ν-DABNA,toluene,stddft,-4.08e-08,4e-09,3.147,2.816,0.33099999999999996,0.8548,6.206
4FBTPI,gas,stda,-6.99e-08,1.8e-08,3.877,3.474,0.4029999999999996,1.077,6.62
4FBTPI,gas,stddft,8.6e-09,-3.51e-08,3.843,3.448,0.395,0.9648,6.62
4FBTPI,toluene,stda,8.5e-09,5.22e-08,3.846,3.447,0.399,1.1529,6.577000000000001
4FBTPI,toluene,stddft,4.64e-08,-6.11e-08,3.811,3.42,0.391,1.0252,6.577000000000001
4NTAZ-PPI,gas,stda,0.0,1.612e-07,3.865,3.369,0.496,0.6519,6.829
4NTAZ-PPI,gas,stddft,5.3e-08,2.23e-08,3.827,3.319,0.508,0.5815,6.829
4NTAZ-PPI,toluene,stda,-1.04e-08,9.3e-09,3.861,3.336,0.5250000000000004,0.2207,6.9270000000000005
4NTAZ-PPI,toluene,stddft,-4.1e-08,-9.79e-08,3.823,3.285,0.5379999999999998,0.2032,6.9270000000000005
4PyCNICz,gas,stda,2.2e-08,3.3e-08,3.762,3.378,0.3839999999999999,0.1332,5.844999999999999
4PyCNICz,gas,stddft,2.6e-09,1.496e-07,3.715,3.352,0.363,0.1294,5.844999999999999
4PyCNICz,toluene,stda,2.99e-08,4.95e-08,3.757,3.37,0.387,0.1362,5.775
4PyCNICz,toluene,stddft,-1.8e-08,-1.014e-07,3.708,3.344,0.3640000000000003,0.1344,5.775
5-Cz-Sac,gas,stda,3.25e-08,-6.22e-08,3.873,3.427,0.4460000000000002,0.2635,7.258000000000001
5-Cz-Sac,gas,stddft,-4.13e-08,8.9e-09,3.805,3.405,0.40000000000000036,0.2237,7.258000000000001
5-Cz-Sac,toluene,stda,-1.67e-08,1.048e-07,3.854,3.414,0.43999999999999995,0.2421,7.13
5-Cz-Sac,toluene,stddft,-8.73e-08,7.42e-08,3.796,3.392,0.4039999999999999,0.2467,7.13
5-DBFBI,gas,stda,1.66e-08,6.3e-08,4.1,3.578,0.5219999999999998,1.4266,7.375
5-DBFBI,gas,stddft,1.23e-08,2.98e-08,4.057,3.549,0.5080000000000005,1.2514,7.375
5-DBFBI,toluene,stda,1.272e-07,8.11e-08,4.093,3.57,0.5230000000000001,1.4258,7.356000000000001
5-DBFBI,toluene,stddft,1.162e-07,-3.72e-08,4.051,3.542,0.5090000000000003,1.2457,7.356000000000001
5CzICz,gas,stda,2.66e-08,9.9e-09,3.58,3.2,0.3799999999999999,0.2577,6.71
5CzICz,gas,stddft,-2.97e-08,-4.87e-08,3.519,3.181,0.3380000000000001,0.2241,6.71
5CzICz,toluene,stda,3.1e-09,-4.64e-08,3.582,3.199,0.383,0.2424,6.761
5CzICz,toluene,stddft,-1.23e-08,-2.23e-08,3.521,3.179,0.3420000000000001,0.2122,6.761
6-Cz-Sac,gas,stda,-2.72e-08,1.63e-08,3.803,3.345,0.45799999999999974,0.4927,7.2139999999999995
6-Cz-Sac,gas,stddft,2.48e-08,-2.21e-08,3.745,3.323,0.42200000000000015,0.4131,7.2139999999999995
6-Cz-Sac,toluene,stda,6.21e-08,4.21e-08,3.784,3.315,0.46899999999999986,0.5568,7.143000000000001
6-Cz-Sac,toluene,stddft,-3.27e-08,4.97e-08,3.728,3.293,0.43500000000000005,0.473,7.143000000000001
6AcBIQ,gas,stda,-1.04e-08,3.13e-08,2.552,2.436,0.1160000000000001,0.0787,5.206000000000001
6AcBIQ,gas,stddft,-5.5e-09,-3.49e-08,2.544,2.423,0.121,0.0763,5.206000000000001
6AcBIQ,toluene,stda,-8.7e-09,-2.48e-08,2.353,2.215,0.13800000000000034,0.0999,5.02
6AcBIQ,toluene,stddft,1.86e-08,-1.66e-08,2.342,2.204,0.1379999999999999,0.0948,5.02
6tBPA,gas,stda,-1.22e-08,-1.386e-07,2.39,1.825,0.5650000000000002,0.4827,5.575000000000001
6tBPA,gas,stddft,1.71e-08,-3.94e-08,2.307,1.767,0.54,0.3894,5.575000000000001
6tBPA,toluene,stda,1.1e-08,8.2e-09,2.389,1.845,0.5439999999999998,0.4552,5.588
6tBPA,toluene,stddft,-1.47e-08,1.67e-08,2.311,1.788,0.5229999999999999,0.3714,5.588
9ArFDBFxPO,gas,stda,-7.51e-08,4e-10,3.87,3.429,0.4410000000000003,0.1996,7.2219999999999995
9ArFDBFxPO,gas,stddft,4.1e-09,8.85e-08,3.802,3.406,0.3959999999999999,0.1689,7.2219999999999995
9ArFDBFxPO,toluene,stda,8.35e-08,-1.64e-08,3.898,3.43,0.46799999999999997,0.1619,7.175000000000001
9ArFDBFxPO,toluene,stddft,-1.51e-07,9.27e-08,3.83,3.407,0.42300000000000004,0.1375,7.175000000000001
9CzFDBFDPO,gas,stda,-3.1e-08,9.01e-08,3.861,3.411,0.4500000000000002,0.2124,7.245
9CzFDBFDPO,gas,stddft,-1.196e-07,1.361e-07,3.79,3.388,0.40200000000000014,0.1773,7.245
9CzFDBFDPO,toluene,stda,-4.1e-09,-1.7e-09,3.895,3.424,0.4710000000000001,0.1681,7.171
9CzFDBFDPO,toluene,stddft,9.01e-08,8.2e-09,3.827,3.401,0.42600000000000016,0.1429,7.171
9CzFDBFSPO,gas,stda,-3.44e-08,-3.25e-08,3.914,3.444,0.4700000000000002,0.201,7.231000000000001
9CzFDBFSPO,gas,stddft,-3.53e-08,-3.93e-08,3.847,3.421,0.42600000000000016,0.1701,7.231000000000001
9CzFDBFSPO,toluene,stda,-7.24e-08,8.43e-08,3.833,3.385,0.4480000000000004,0.1876,7.251000000000001
9CzFDBFSPO,toluene,stddft,1.608e-07,-1.94e-08,3.762,3.362,0.3999999999999999,0.1568,7.251000000000001
9CzFDPEPO,gas,stda,8.46e-08,2e-08,3.838,3.414,0.42399999999999993,0.2124,7.239000000000001
9CzFDPEPO,gas,stddft,-1.58e-08,1.89e-08,3.771,3.392,0.379,0.1799,7.239000000000001
9CzFDPEPO,toluene,stda,-3.58e-08,4.97e-08,3.892,3.415,0.47699999999999987,0.1675,7.315999999999999
9CzFDPEPO,toluene,stddft,2.65e-08,2.099e-07,3.823,3.392,0.43100000000000005,0.1418,7.315999999999999
9CzFDPESPO,gas,stda,-3.46e-08,-5.36e-08,3.869,3.427,0.44200000000000017,0.221,7.225
9CzFDPESPO,gas,stddft,7.76e-08,1.063e-07,3.801,3.405,0.39600000000000035,0.1859,7.225
9CzFDPESPO,toluene,stda,5.7e-09,-7.93e-08,3.803,3.37,0.43299999999999983,0.178,7.337999999999999
