molecule,environment,method,S1_energy_eV,S1_wavelength_nm,S1_osc_strength,T1_energy_eV,T1_wavelength_nm,Delta_E_ST_eV,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV
ICBNTrz4,toluene,stddft,3.561,348.2,0.7306,3.234,383.4,0.32699999999999996,-14.169,-7.889,6.28
ICZ,gas,stda,3.338,371.5,0.1214,2.771,447.5,0.5670000000000002,-13.648,-6.835,6.813
ICZ,gas,stddft,3.229,384.0,0.0934,2.74,452.5,0.4889999999999999,-13.648,-6.835,6.813
ICZ,toluene,stda,3.343,370.9,0.118,2.777,446.5,0.5659999999999998,-13.664,-6.848,6.816
ICZ,toluene,stddft,3.234,383.4,0.0905,2.745,451.6,0.4889999999999999,-13.664,-6.848,6.816
ICz-2,gas,stda,4.088,303.3,0.0409,3.866,320.7,0.22199999999999998,-15.31,-7.34,7.970000000000001
ICz-2,gas,stddft,4.078,304.1,0.0409,3.833,323.5,0.2450000000000001,-15.31,-7.34,7.970000000000001
ICz-2,toluene,stda,4.135,299.8,0.0551,3.895,318.3,0.23999999999999977,-15.397,-7.41,7.987
ICz-2,toluene,stddft,4.125,300.6,0.0561,3.856,321.6,0.26900000000000013,-15.397,-7.41,7.987
IDAC-MCO,gas,stda,3.372,367.7,0.1271,2.847,435.5,0.5249999999999999,-13.237,-7.068,6.1690000000000005
IDAC-MCO,gas,stddft,3.29,376.9,0.1008,2.824,439.0,0.4660000000000002,-13.237,-7.068,6.1690000000000005
IDAC-MCO,toluene,stda,3.353,369.8,0.1343,2.831,437.9,0.5220000000000002,-13.091,-7.096,5.994999999999999
IDAC-MCO,toluene,stddft,3.271,379.1,0.1064,2.809,441.5,0.46199999999999974,-13.091,-7.096,5.994999999999999
IDFL-2DPA,gas,stda,3.07,403.9,0.3053,2.753,450.4,0.3169999999999997,-13.308,-7.49,5.818
IDFL-2DPA,gas,stddft,3.021,410.5,0.2655,2.735,453.3,0.28600000000000003,-13.308,-7.49,5.818
IDFL-2DPA,toluene,stda,3.071,403.7,0.2975,2.75,450.8,0.3210000000000002,-13.178,-7.358,5.820000000000001
IDFL-2DPA,toluene,stddft,3.021,410.4,0.2597,2.733,453.7,0.2879999999999998,-13.178,-7.358,5.820000000000001
IP-PPI,gas,stda,3.837,323.1,0.9134,3.261,380.2,0.5760000000000001,-14.212,-7.297,6.915
IP-PPI,gas,stddft,3.798,326.4,0.8672,3.229,383.9,0.569,-14.212,-7.297,6.915
IP-PPI,toluene,stda,3.813,325.1,0.7613,3.255,380.9,0.5580000000000003,-14.221,-7.247,6.974
IP-PPI,toluene,stddft,3.774,328.5,0.7113,3.224,384.6,0.5499999999999998,-14.221,-7.247,6.974
IPTAC,gas,stda,3.071,403.8,0.2755,2.402,516.2,0.669,-13.28,-7.094,6.185999999999999
IPTAC,gas,stddft,2.998,413.5,0.2492,2.351,527.4,0.6470000000000002,-13.28,-7.094,6.185999999999999
IPTAC,toluene,stda,3.116,397.9,0.2615,2.426,511.0,0.69,-13.354,-7.107,6.246999999999999
IPTAC,toluene,stddft,3.042,407.5,0.2486,2.374,522.2,0.6679999999999997,-13.354,-7.107,6.246999999999999
IQ-Se,gas,stda,3.627,341.9,0.0765,2.835,437.3,0.7919999999999998,-13.596,-6.764,6.832
IQ-Se,gas,stddft,3.562,348.1,0.041,2.796,443.5,0.766,-13.596,-6.764,6.832
IQ-Se,toluene,stda,3.532,351.0,0.5295,2.715,456.6,0.8170000000000002,-13.474,-6.721,6.753
IQ-Se,toluene,stddft,3.444,360.1,0.3912,2.676,463.3,0.7679999999999998,-13.474,-6.721,6.753
IQ-oTPA,gas,stda,2.799,442.9,0.0016,2.801,442.7,-0.002000000000000224,-13.665,-8.764,4.901
IQ-oTPA,gas,stddft,2.799,443.0,0.0016,2.8,442.8,-0.0009999999999998899,-13.665,-8.764,4.901
IQ-oTPA,toluene,stda,2.701,459.1,0.0027,2.706,458.1,-0.004999999999999893,-13.536,-8.884,4.651999999999999
IQ-oTPA,toluene,stddft,2.7,459.2,0.0025,2.706,458.3,-0.005999999999999783,-13.536,-8.884,4.651999999999999
ImPy-1,gas,stda,3.295,376.3,0.3172,2.661,465.9,0.6339999999999999,-13.764,-7.235,6.528999999999999
ImPy-1,gas,stddft,3.202,387.2,0.2507,2.625,472.3,0.577,-13.764,-7.235,6.528999999999999
ImPy-1,toluene,stda,3.295,376.3,0.3136,2.665,465.2,0.6299999999999999,-13.679,-7.197,6.482
ImPy-1,toluene,stddft,3.203,387.1,0.2478,2.63,471.5,0.573,-13.679,-7.197,6.482
ImPy-2,gas,stda,3.282,377.8,0.3139,2.652,467.5,0.6299999999999999,-13.673,-7.048,6.625
ImPy-2,gas,stddft,3.193,388.3,0.2488,2.616,473.9,0.577,-13.673,-7.048,6.625
ImPy-2,toluene,stda,3.276,378.5,0.307,2.656,466.8,0.6199999999999997,-13.612,-7.04,6.572
ImPy-2,toluene,stddft,3.187,389.0,0.2425,2.621,473.1,0.5659999999999998,-13.612,-7.04,6.572
ImPy-3,gas,stda,3.199,387.5,0.8681,2.546,487.0,0.653,-13.702,-7.831,5.8709999999999996
ImPy-3,gas,stddft,3.134,395.6,0.689,2.489,498.2,0.645,-13.702,-7.831,5.8709999999999996
ImPy-3,toluene,stda,3.162,392.1,0.8639,2.534,489.4,0.6280000000000001,-13.619,-7.818,5.801
ImPy-3,toluene,stddft,3.102,399.6,0.7082,2.478,500.3,0.6239999999999997,-13.619,-7.818,5.801
InDM,gas,stda,3.999,310.0,0.0535,3.371,367.8,0.6280000000000001,-13.725,-6.516,7.209
InDM,gas,stddft,3.916,316.6,0.0461,3.351,370.0,0.565,-13.725,-6.516,7.209
InDM,toluene,stda,4.048,306.3,0.0365,3.378,367.0,0.6699999999999999,-13.551,-6.487,7.064
InDM,toluene,stddft,3.966,312.6,0.0471,3.358,369.3,0.6080000000000001,-13.551,-6.487,7.064
IpCm-PhBzAc,gas,stda,3.781,327.9,1.0878,3.122,397.1,0.6590000000000003,-13.47,-7.358,6.112000000000001
IpCm-PhBzAc,gas,stddft,3.719,333.4,0.9038,3.09,401.2,0.629,-13.47,-7.358,6.112000000000001
IpCm-PhBzAc,toluene,stda,3.732,332.2,0.9657,3.073,403.5,0.6590000000000003,-13.43,-7.394,6.036
IpCm-PhBzAc,toluene,stddft,3.67,337.8,0.9083,3.041,407.7,0.629,-13.43,-7.394,6.036
LEt,gas,stda,5.014,247.3,0.0035,4.824,257.0,0.1900000000000004,-14.946,-6.023,8.923
LEt,gas,stddft,4.987,248.6,0.0031,4.795,258.6,0.19200000000000017,-14.946,-6.023,8.923
LEt,toluene,stda,5.02,247.0,0.0031,4.856,255.3,0.1639999999999997,-14.835,-5.954,8.881
LEt,toluene,stddft,4.993,248.3,0.0029,4.826,256.9,0.1670000000000007,-14.835,-5.954,8.881
LiPr,gas,stda,4.979,249.0,0.0012,4.796,258.5,0.18299999999999983,-14.985,-6.03,8.954999999999998
LiPr,gas,stddft,4.952,250.4,0.0012,4.766,260.1,0.18599999999999994,-14.985,-6.03,8.954999999999998
LiPr,toluene,stda,4.994,248.3,0.0033,4.822,257.1,0.1719999999999997,-14.915,-5.971,8.943999999999999
LiPr,toluene,stddft,4.966,249.6,0.0032,4.793,258.7,0.17300000000000004,-14.915,-5.971,8.943999999999999
MBF,gas,stda,2.773,447.1,0.8425,2.475,500.9,0.29800000000000004,-13.328,-8.398,4.93
MBF,gas,stddft,2.75,450.8,0.7586,2.452,505.6,0.29800000000000004,-13.328,-8.398,4.93
MBF,toluene,stda,2.624,472.6,0.8568,2.307,537.5,0.31700000000000017,-13.199,-8.471,4.728
MBF,toluene,stddft,2.598,477.3,0.7576,2.294,540.6,0.3039999999999998,-13.199,-8.471,4.728
MCZ-P2-DTM,gas,stda,3.68,336.9,1.0725,3.268,379.4,0.41200000000000037,-14.135,-7.755,6.38
MCZ-P2-DTM,gas,stddft,3.641,340.5,0.9363,3.248,381.7,0.3929999999999998,-14.135,-7.755,6.38
MCZ-P2-DTM,toluene,stda,3.642,340.4,1.1305,3.226,384.3,0.4159999999999999,-14.132,-7.805,6.327
MCZ-P2-DTM,toluene,stddft,3.606,343.9,0.9966,3.206,386.7,0.3999999999999999,-14.132,-7.805,6.327
MDP3FL,gas,stda,3.711,334.1,3.5536,3.284,377.5,0.42700000000000005,-13.56,-7.364,6.196000000000001
MDP3FL,gas,stddft,3.693,335.7,3.2873,3.257,380.6,0.43599999999999994,-13.56,-7.364,6.196000000000001
MDP3FL,toluene,stda,3.707,334.5,4.064,3.285,377.5,0.4219999999999997,-13.447,-7.269,6.177999999999999
MDP3FL,toluene,stddft,3.689,336.0,3.7658,3.258,380.6,0.43100000000000005,-13.447,-7.269,6.177999999999999
MOF,gas,stda,4.703,263.6,0.0246,4.237,292.6,0.4660000000000002,-14.814,-6.466,8.347999999999999
MOF,gas,stddft,4.657,266.2,0.0242,4.207,294.7,0.4500000000000002,-14.814,-6.466,8.347999999999999
MOF,toluene,stda,4.828,256.8,0.0382,4.313,287.5,0.5150000000000006,-15.264,-6.611,8.652999999999999
MOF,toluene,stddft,4.785,259.1,0.0361,4.287,289.2,0.4980000000000002,-15.264,-6.611,8.652999999999999
MPA,gas,stda,3.11,398.7,0.0163,2.749,451.0,0.36099999999999977,-13.142,-7.662,5.4799999999999995
MPA,gas,stddft,3.072,403.6,0.0138,2.718,456.2,0.3540000000000001,-13.142,-7.662,5.4799999999999995
MPA,toluene,stda,3.114,398.2,0.0174,2.752,450.5,0.3620000000000001,-13.14,-7.726,5.414000000000001
MPA,toluene,stddft,3.075,403.2,0.0143,2.721,455.7,0.3540000000000001,-13.14,-7.726,5.414000000000001
MPAc,gas,stda,4.266,290.7,0.0935,3.737,331.8,0.5289999999999999,-13.768,-5.786,7.982000000000001
MPAc,gas,stddft,4.202,295.0,0.0791,3.706,334.5,0.496,-13.768,-5.786,7.982000000000001
MPAc,toluene,stda,4.251,291.6,0.0893,3.762,329.6,0.4890000000000003,-13.779,-5.835,7.944
MPAc,toluene,stddft,4.186,296.2,0.0753,3.744,331.1,0.4419999999999997,-13.779,-5.835,7.944
MPPA,gas,stda,2.806,441.8,0.0195,2.449,506.3,0.3570000000000002,-13.35,-8.929,4.420999999999999
MPPA,gas,stddft,2.777,446.5,0.0158,2.434,509.3,0.34299999999999997,-13.35,-8.929,4.420999999999999
MPPA,toluene,stda,2.617,473.8,0.145,2.229,556.2,0.3879999999999999,-13.305,-9.052,4.253
MPPA,toluene,stddft,2.582,480.2,0.108,2.214,560.1,0.3679999999999999,-13.305,-9.052,4.253
Me-DMAC,gas,stda,3.598,344.6,0.1839,3.427,361.8,0.17099999999999982,-13.571,-7.771,5.8
Me-DMAC,gas,stddft,3.589,345.5,0.173,3.395,365.2,0.19399999999999995,-13.571,-7.771,5.8
Me-DMAC,toluene,stda,3.616,342.9,0.1429,3.396,365.1,0.2200000000000002,-13.505,-7.813,5.692000000000001
Me-DMAC,toluene,stddft,3.609,343.5,0.1351,3.364,368.6,0.2450000000000001,-13.505,-7.813,5.692000000000001
Me-DOC,gas,stda,3.522,352.1,0.5253,2.959,419.1,0.5629999999999997,-13.703,-7.699,6.004
Me-DOC,gas,stddft,3.423,362.2,0.3683,2.932,422.9,0.4910000000000001,-13.703,-7.699,6.004
Me-DOC,toluene,stda,3.518,352.4,0.4467,2.941,421.6,0.577,-13.709,-7.789,5.92
Me-DOC,toluene,stddft,3.414,363.2,0.3151,2.913,425.6,0.5010000000000003,-13.709,-7.789,5.92
Me-MOC,gas,stda,3.648,339.8,0.4149,3.135,395.5,0.5130000000000003,-13.917,-7.721,6.196
Me-MOC,gas,stddft,3.563,347.9,0.3081,3.11,398.7,0.4530000000000003,-13.917,-7.721,6.196
Me-MOC,toluene,stda,3.639,340.7,0.3609,3.118,397.7,0.5209999999999999,-13.915,-7.795,6.119999999999999
Me-MOC,toluene,stddft,3.55,349.2,0.2693,3.092,400.9,0.45799999999999974,-13.915,-7.795,6.119999999999999
Me2ACBO,gas,stda,3.412,363.4,0.4683,2.981,415.9,0.43100000000000005,-13.512,-7.8,5.712000000000001
Me2ACBO,gas,stddft,3.375,367.4,0.4261,2.959,419.0,0.4159999999999999,-13.512,-7.8,5.712000000000001
Me2ACBO,toluene,stda,3.528,351.4,0.1893,3.11,398.6,0.41800000000000015,-13.471,-7.734,5.737
Me2ACBO,toluene,stddft,3.508,353.4,0.1997,3.091,401.1,0.4169999999999998,-13.471,-7.734,5.737
MeCZ-TRZ,gas,stda,3.937,314.9,0.5121,3.501,354.1,0.43599999999999994,-14.188,-7.707,6.481000000000001
MeCZ-TRZ,gas,stddft,3.885,319.1,0.3426,3.479,356.4,0.4059999999999997,-14.188,-7.707,6.481000000000001
MeCZ-TRZ,toluene,stda,3.957,313.4,0.6052,3.509,353.4,0.44799999999999995,-14.103,-7.587,6.516
MeCZ-TRZ,toluene,stddft,3.907,317.3,0.4847,3.486,355.6,0.4209999999999998,-14.103,-7.587,6.516
MeOCzPCN,gas,stda,3.502,354.0,0.5418,2.898,427.8,0.6039999999999996,-13.966,-7.359,6.606999999999999
MeOCzPCN,gas,stddft,3.447,359.7,0.3451,2.876,431.2,0.5710000000000002,-13.966,-7.359,6.606999999999999
MeOCzPCN,toluene,stda,3.451,359.3,0.0226,2.823,439.2,0.6280000000000001,-14.017,-7.509,6.507999999999999
MeOCzPCN,toluene,stddft,3.388,365.9,0.0184,2.8,442.7,0.5880000000000001,-14.017,-7.509,6.507999999999999
N-B,gas,stda,4.094,302.8,0.1839,3.838,323.1,0.2560000000000002,-15.402,-7.781,7.6209999999999996
N-B,gas,stddft,4.081,303.8,0.1677,3.822,324.4,0.25900000000000034,-15.402,-7.781,7.6209999999999996
N-B,toluene,stda,4.207,294.7,0.1722,3.965,312.7,0.242,-15.396,-7.722,7.674
N-B,toluene,stddft,4.195,295.6,0.1585,3.949,313.9,0.24600000000000044,-15.396,-7.722,7.674
N-BPyIA,gas,stda,3.187,389.0,0.733,2.251,550.9,0.9359999999999999,-14.163,-8.183,5.98
N-BPyIA,gas,stddft,3.022,410.2,0.5195,2.181,568.5,0.8409999999999997,-14.163,-8.183,5.98
N-BPyIA,toluene,stda,3.212,386.0,0.7437,2.254,550.0,0.9580000000000002,-14.097,-7.881,6.215999999999999
N-BPyIA,toluene,stddft,3.044,407.4,0.5127,2.184,567.8,0.8599999999999999,-14.097,-7.881,6.215999999999999
NA-TNA,gas,stda,3.141,394.7,2.1993,2.477,500.5,0.6640000000000001,-13.772,-8.642,5.130000000000001
NA-TNA,gas,stddft,3.09,401.2,1.9267,2.425,511.3,0.665,-13.772,-8.642,5.130000000000001
NA-TNA,toluene,stda,3.006,412.5,2.3925,2.336,530.7,0.6699999999999999,-13.588,-8.705,4.882999999999999
NA-TNA,toluene,stddft,2.952,420.0,2.0828,2.283,543.2,0.669,-13.588,-8.705,4.882999999999999
NAI–BiFA,gas,stda,2.61,475.0,0.7525,2.058,602.5,0.552,-13.938,-8.323,5.615
NAI–BiFA,gas,stddft,2.546,486.9,0.6352,2.023,612.8,0.5229999999999997,-13.938,-8.323,5.615
NAI–BiFA,toluene,stda,2.545,487.1,0.7547,1.926,643.7,0.619,-13.806,-8.272,5.533999999999999
NAI–BiFA,toluene,stddft,2.468,502.4,0.6167,1.885,657.7,0.583,-13.806,-8.272,5.533999999999999
NAI–PhBiFA,gas,stda,3.299,375.9,1.3782,2.738,452.8,0.5609999999999999,-13.772,-8.488,5.284000000000001
NAI–PhBiFA,gas,stddft,3.266,379.6,1.263,2.696,459.9,0.5699999999999998,-13.772,-8.488,5.284000000000001
NAI–PhBiFA,toluene,stda,3.064,404.6,1.2389,2.589,479.0,0.4750000000000001,-13.545,-8.51,5.035
NAI–PhBiFA,toluene,stddft,3.033,408.8,1.1369,2.551,486.0,0.48199999999999976,-13.545,-8.51,5.035
"NAP-1,5-DPA",gas,stda,2.921,424.4,0.5863,2.453,505.4,0.46799999999999997,-13.042,-6.854,6.188
"NAP-1,5-DPA",gas,stddft,2.874,431.4,0.5023,2.418,512.8,0.45599999999999996,-13.042,-6.854,6.188
"NAP-1,5-DPA",toluene,stda,2.93,423.2,0.594,2.463,503.4,0.4670000000000001,-12.986,-6.779,6.207000000000001
"NAP-1,5-DPA",toluene,stddft,2.883,430.1,0.5091,2.427,510.8,0.45599999999999996,-12.986,-6.779,6.207000000000001
NAQ3,gas,stda,2.539,488.4,0.4894,2.138,579.8,0.40100000000000025,-14.384,-9.102,5.282
NAQ3,gas,stddft,2.498,496.3,0.423,2.117,585.6,0.3810000000000002,-14.384,-9.102,5.282
NAQ3,toluene,stda,2.516,492.7,0.4704,2.118,585.3,0.39800000000000013,-14.413,-9.155,5.258000000000001
NAQ3,toluene,stddft,2.476,500.8,0.4044,2.097,591.3,0.379,-14.413,-9.155,5.258000000000001
NDN,gas,stda,3.837,323.2,0.0479,3.445,359.9,0.39200000000000035,-14.085,-6.883,7.202000000000001
NDN,gas,stddft,3.771,328.8,0.0377,3.427,361.8,0.34399999999999986,-14.085,-6.883,7.202000000000001
NDN,toluene,stda,3.829,323.8,0.0345,3.429,361.6,0.40000000000000036,-14.083,-6.848,7.235
NDN,toluene,stddft,3.763,329.4,0.0259,3.409,363.7,0.3540000000000001,-14.083,-6.848,7.235
NIDPA-1,gas,stda,2.935,422.4,0.1953,2.452,505.6,0.4830000000000001,-13.455,-7.597,5.858
NIDPA-1,gas,stddft,2.863,433.0,0.1535,2.422,512.0,0.44099999999999984,-13.455,-7.597,5.858
NIDPA-1,toluene,stda,2.932,422.9,0.1948,2.443,507.5,0.4889999999999999,-13.331,-7.472,5.858999999999999
NIDPA-1,toluene,stddft,2.859,433.7,0.1535,2.412,513.9,0.44700000000000006,-13.331,-7.472,5.858999999999999
NIDPA-2,gas,stda,3.01,411.9,0.3584,2.584,479.8,0.4259999999999997,-13.399,-7.562,5.836999999999999
NIDPA-2,gas,stddft,2.941,421.5,0.2932,2.564,483.6,0.3769999999999998,-13.399,-7.562,5.836999999999999
NIDPA-2,toluene,stda,3.014,411.3,0.3726,2.58,480.6,0.4339999999999997,-13.267,-7.45,5.816999999999999
NIDPA-2,toluene,stddft,2.944,421.1,0.3033,2.559,484.5,0.3849999999999998,-13.267,-7.45,5.816999999999999
NPE-AcDPS,gas,stda,4.023,308.2,0.0914,3.421,362.4,0.6019999999999999,-13.6,-6.244,7.356
NPE-AcDPS,gas,stddft,3.98,311.5,0.0662,3.39,365.8,0.5899999999999999,-13.6,-6.244,7.356
NPE-AcDPS,toluene,stda,3.859,321.3,0.4285,3.402,364.5,0.45699999999999985,-13.411,-6.065,7.345999999999999
NPE-AcDPS,toluene,stddft,3.824,324.2,0.3455,3.37,367.9,0.45399999999999974,-13.411,-6.065,7.345999999999999
Na-DMAC,gas,stda,3.564,347.8,0.1411,3.117,397.8,0.44700000000000006,-13.551,-8.219,5.332000000000001
Na-DMAC,gas,stddft,3.561,348.2,0.1389,3.072,403.6,0.4889999999999999,-13.551,-8.219,5.332000000000001
Na-DMAC,toluene,stda,3.538,350.4,0.3098,3.102,399.7,0.43599999999999994,-13.522,-8.278,5.244
Na-DMAC,toluene,stddft,3.532,351.1,0.3,3.058,405.5,0.4740000000000002,-13.522,-8.278,5.244
NyDPAc,gas,stda,3.717,333.5,0.0347,3.356,369.4,0.3610000000000002,-13.651,-7.933,5.718
NyDPAc,gas,stddft,3.715,333.7,0.057,3.323,373.1,0.3919999999999999,-13.651,-7.933,5.718
NyDPAc,toluene,stda,3.695,335.5,0.0387,3.336,371.6,0.359,-13.655,-7.988,5.666999999999999
NyDPAc,toluene,stddft,3.693,335.7,0.0621,3.303,375.4,0.3900000000000001,-13.655,-7.988,5.666999999999999
NyDPO,gas,stda,3.179,390.1,1.0715,2.874,431.4,0.3049999999999997,-13.128,-8.076,5.052
NyDPO,gas,stddft,3.168,391.3,1.0171,2.843,436.0,0.3250000000000002,-13.128,-8.076,5.052
NyDPO,toluene,stda,3.227,384.2,0.9584,2.859,433.6,0.3679999999999999,-13.104,-8.006,5.097999999999999
NyDPO,toluene,stddft,3.21,386.2,0.0291,2.828,438.3,0.3820000000000001,-13.104,-8.006,5.097999999999999
OCzBN,gas,stda,3.65,339.7,0.603,3.16,392.4,0.48999999999999977,-13.937,-7.19,6.746999999999999
OCzBN,gas,stddft,3.589,345.4,0.4847,3.135,395.5,0.4540000000000002,-13.937,-7.19,6.746999999999999
OCzBN,toluene,stda,3.72,333.3,0.3414,3.123,397.1,0.597,-13.894,-7.148,6.746
OCzBN,toluene,stddft,3.672,337.6,0.2066,3.097,400.4,0.5750000000000002,-13.894,-7.148,6.746
OPDPO,gas,stda,2.804,442.2,0.0188,2.487,498.5,0.3169999999999997,-13.087,-7.67,5.417
OPDPO,gas,stddft,2.797,443.3,0.0173,2.447,506.6,0.3500000000000001,-13.087,-7.67,5.417
OPDPO,toluene,stda,2.23,556.1,0.0535,2.101,590.2,0.129,-12.819,-7.495,5.324000000000001
OPDPO,toluene,stddft,2.221,558.3,0.0488,2.099,590.8,0.12199999999999989,-12.819,-7.495,5.324000000000001
OXD-7,gas,stda,4.277,289.9,2.0079,3.492,355.1,0.7850000000000001,-15.378,-7.791,7.587
OXD-7,gas,stddft,4.239,292.5,1.7782,3.45,359.4,0.7889999999999997,-15.378,-7.791,7.587
OXD-7,toluene,stda,4.242,292.3,2.0634,3.41,363.5,0.8319999999999999,-15.454,-7.966,7.488
OXD-7,toluene,stddft,4.203,295.0,1.8307,3.367,368.2,0.8360000000000003,-15.454,-7.966,7.488
Oxd-bCZ,gas,stda,3.882,319.4,1.8672,3.456,358.8,0.42600000000000016,-14.24,-7.841,6.399
Oxd-bCZ,gas,stddft,3.835,323.3,1.3426,3.424,362.1,0.41100000000000003,-14.24,-7.841,6.399
Oxd-bCZ,toluene,stda,3.856,321.5,2.2101,3.379,367.0,0.47699999999999987,-14.143,-7.844,6.299
Oxd-bCZ,toluene,stddft,3.813,325.2,1.6381,3.345,370.7,0.46799999999999997,-14.143,-7.844,6.299
P3C,gas,stda,3.503,353.9,1.5378,2.596,477.6,0.907,-14.342,-8.145,6.197000000000001
P3C,gas,stddft,3.416,363.0,1.268,2.529,490.2,0.887,-14.342,-8.145,6.197000000000001
P3C,toluene,stda,3.496,354.6,1.1131,2.598,477.3,0.8980000000000001,-14.269,-8.071,6.198
P3C,toluene,stddft,3.411,363.5,0.953,2.532,489.8,0.879,-14.269,-8.071,6.198
P4CzCN–BCz,gas,stda,4.625,268.1,0.0015,3.758,329.9,0.867,-14.799,-6.855,7.943999999999999
P4CzCN–BCz,gas,stddft,4.6,269.6,0.0016,3.705,334.6,0.8949999999999996,-14.799,-6.855,7.943999999999999
P4CzCN–BCz,toluene,stda,4.623,268.2,0.0015,3.751,330.6,0.8720000000000003,-14.811,-6.833,7.978
P4CzCN–BCz,toluene,stddft,4.597,269.7,0.0016,3.698,335.3,0.8990000000000005,-14.811,-6.833,7.978
PAB,gas,stda,3.164,391.9,0.3898,2.712,457.1,0.45199999999999996,-13.524,-7.041,6.482999999999999
PAB,gas,stddft,3.089,401.4,0.3159,2.69,460.9,0.399,-13.524,-7.041,6.482999999999999
PAB,toluene,stda,3.138,395.1,0.3724,2.688,461.2,0.44999999999999973,-13.417,-6.964,6.452999999999999
PAB,toluene,stddft,3.064,404.7,0.301,2.666,465.0,0.39800000000000013,-13.417,-6.964,6.452999999999999
PABP,gas,stda,3.313,374.2,1.0488,2.251,550.9,1.0620000000000003,-14.244,-7.86,6.3839999999999995
PABP,gas,stddft,3.154,393.2,0.7238,2.182,568.3,0.972,-14.244,-7.86,6.3839999999999995
PABP,toluene,stda,3.201,387.4,0.9726,2.254,549.9,0.9470000000000001,-14.225,-7.833,6.3919999999999995
PABP,toluene,stddft,3.032,408.9,0.7012,2.185,567.4,0.847,-14.225,-7.833,6.3919999999999995
PBICT,gas,stda,3.519,352.3,0.3771,3.113,398.2,0.40600000000000014,-13.701,-7.295,6.406000000000001
PBICT,gas,stddft,3.463,358.0,0.3228,3.089,401.3,0.3740000000000001,-13.701,-7.295,6.406000000000001
PBICT,toluene,stda,3.589,345.4,0.53,3.092,401.0,0.4969999999999999,-13.622,-6.983,6.639
PBICT,toluene,stddft,3.528,351.4,0.4284,3.068,404.2,0.45999999999999996,-13.622,-6.983,6.639
PBTPA,gas,stda,3.038,408.0,1.3829,2.554,485.5,0.484,-13.222,-7.66,5.561999999999999
PBTPA,gas,stddft,3.004,412.7,1.2356,2.511,493.8,0.4929999999999999,-13.222,-7.66,5.561999999999999
PBTPA,toluene,stda,2.974,416.9,1.362,2.499,496.2,0.4750000000000001,-13.222,-7.777,5.444999999999999
PBTPA,toluene,stddft,2.938,422.0,1.2086,2.457,504.6,0.4810000000000003,-13.222,-7.777,5.444999999999999
PCBP,gas,stda,3.871,320.3,0.3973,3.414,363.2,0.45699999999999985,-14.235,-7.811,6.4239999999999995
PCBP,gas,stddft,3.804,325.9,0.3143,3.39,365.7,0.4139999999999997,-14.235,-7.811,6.4239999999999995
PCBP,toluene,stda,3.495,354.7,0.001,3.401,364.6,0.0940000000000003,-14.155,-7.808,6.3469999999999995
PCBP,toluene,stddft,3.494,354.9,0.0009,3.377,367.1,0.11700000000000044,-14.155,-7.808,6.3469999999999995
PCDMB,gas,stda,3.043,407.4,0.0154,2.681,462.4,0.3620000000000001,-13.011,-7.93,5.0809999999999995
PCDMB,gas,stddft,3.005,412.6,0.013,2.649,468.0,0.35599999999999987,-13.011,-7.93,5.0809999999999995
PCDMB,toluene,stda,3.031,409.1,0.0171,2.668,464.7,0.363,-13.01,-7.729,5.281
PCDMB,toluene,stddft,2.994,414.2,0.0145,2.636,470.3,0.3580000000000001,-13.01,-7.729,5.281
PCTXO,gas,stda,3.598,344.6,0.0004,3.263,379.9,0.33499999999999996,-13.92,-8.186,5.734
PCTXO,gas,stddft,3.597,344.7,0.0005,3.238,382.9,0.359,-13.92,-8.186,5.734
PCTXO,toluene,stda,3.602,344.2,0.0006,3.229,384.0,0.3729999999999998,-13.741,-8.236,5.504999999999999
PCTXO,toluene,stddft,3.601,344.3,0.0007,3.204,386.9,0.3969999999999998,-13.741,-8.236,5.504999999999999
PDA-DP,gas,stda,3.84,322.9,1.9016,3.297,376.1,0.5429999999999997,-13.641,-6.727,6.914
PDA-DP,gas,stddft,3.81,325.4,1.7042,3.268,379.3,0.5420000000000003,-13.641,-6.727,6.914
PDA-DP,toluene,stda,3.776,328.4,1.4518,3.26,380.4,0.516,-13.393,-6.65,6.743
PDA-DP,toluene,stddft,3.747,330.9,1.3554,3.233,383.5,0.5139999999999998,-13.393,-6.65,6.743
PFBP-2a,gas,stda,3.423,362.2,0.3056,3.159,392.5,0.26400000000000023,-13.784,-7.539,6.245000000000001
PFBP-2a,gas,stddft,3.406,364.0,0.2808,3.147,394.0,0.25900000000000034,-13.784,-7.539,6.245000000000001
PFBP-2a,toluene,stda,3.225,384.5,0.3451,2.931,422.9,0.29400000000000004,-13.648,-7.601,6.047
PFBP-2a,toluene,stddft,3.205,386.9,0.3132,2.919,424.7,0.28600000000000003,-13.648,-7.601,6.047
PFBP-2b,gas,stda,3.503,353.9,0.6351,3.222,384.8,0.28100000000000014,-13.723,-7.487,6.236000000000001
PFBP-2b,gas,stddft,3.494,354.8,0.6018,3.213,385.8,0.28100000000000014,-13.723,-7.487,6.236000000000001
PFBP-2b,toluene,stda,3.281,377.9,0.0,2.938,422.0,0.34299999999999997,-13.614,-7.586,6.0280000000000005
PFBP-2b,toluene,stddft,3.255,381.0,0.0,2.929,423.4,0.32600000000000007,-13.614,-7.586,6.0280000000000005
PIAnTPh,gas,stda,3.256,380.8,0.8617,2.238,554.0,1.0179999999999998,-14.241,-7.966,6.2749999999999995
