Molecule,Environment,Transition,Method,Overlap_1_2,Status
2PS-2FPh,toluene,S0S1,stddft,-0.0000000383,Success
2PS-2FPh,toluene,S0T1,stda,-0.0000000732,Success
2PS-2FPh,toluene,S0T1,stddft,0.0000000150,Success
2PXZ-OXD,gas,S0S1,stda,-0.0000000527,Success
2PXZ-OXD,gas,S0S1,stddft,0.0000000226,Success
2PXZ-OXD,gas,S0T1,stda,0.0000000344,Success
2PXZ-OXD,gas,S0T1,stddft,-0.0000000192,Success
2PXZ-OXD,toluene,S0S1,stda,-0.0000000334,Success
2PXZ-OXD,toluene,S0S1,stddft,-0.0000000099,Success
2PXZ-OXD,toluene,S0T1,stda,-0.0000000273,Success
2PXZ-OXD,toluene,S0T1,stddft,0.0000000312,Success
2PXZP,gas,S0S1,stda,-0.0000000136,Success
2PXZP,gas,S0S1,stddft,-0.0000000102,Success
2PXZP,gas,S0T1,stda,0.0000000492,Success
2PXZP,gas,S0T1,stddft,0.0000000074,Success
2PXZP,toluene,S0S1,stda,0.0000000687,Success
2PXZP,toluene,S0S1,stddft,-0.0000000096,Success
2PXZP,toluene,S0T1,stda,-0.0000001018,Success
2PXZP,toluene,S0T1,stddft,0.0000000165,Success
2PyCNBCz,gas,S0S1,stda,-0.0000000835,Success
2PyCNBCz,gas,S0S1,stddft,0.0000000627,Success
2PyCNBCz,gas,S0T1,stda,0.0000000417,Success
2PyCNBCz,gas,S0T1,stddft,0.0000000049,Success
2PyCNBCz,toluene,S0S1,stda,-0.0000000180,Success
2PyCNBCz,toluene,S0S1,stddft,0.0000000596,Success
2PyCNBCz,toluene,S0T1,stda,0.0000000518,Success
2PyCNBCz,toluene,S0T1,stddft,-0.0000000437,Success
2PyCNICz,gas,S0S1,stda,0.0000000075,Success
2PyCNICz,gas,S0S1,stddft,0.0000000758,Success
2PyCNICz,gas,S0T1,stda,-0.0000000370,Success
2PyCNICz,gas,S0T1,stddft,-0.0000000157,Success
2PyCNICz,toluene,S0S1,stda,-0.0000000261,Success
2PyCNICz,toluene,S0S1,stddft,-0.0000000032,Success
2PyCNICz,toluene,S0T1,stda,-0.0000000367,Success
2PyCNICz,toluene,S0T1,stddft,0.0000000613,Success
2SBFN,gas,S0S1,stda,-0.0000000905,Success
2SBFN,gas,S0S1,stddft,-0.0000001033,Success
2SBFN,gas,S0T1,stda,-0.0000000605,Success
2SBFN,gas,S0T1,stddft,0.0000000454,Success
2SBFN,toluene,S0S1,stda,-0.0000000302,Success
2SBFN,toluene,S0S1,stddft,0.0000000400,Success
2SBFN,toluene,S0T1,stda,-0.0000000589,Success
2SBFN,toluene,S0T1,stddft,0.0000001026,Success
2SPBAC-BP,gas,S0S1,stda,-0.0000000706,Success
2SPBAC-BP,gas,S0S1,stddft,0.0000000076,Success
2SPBAC-BP,gas,S0T1,stda,-0.0000000604,Success
2SPBAC-BP,gas,S0T1,stddft,-0.0000000424,Success
2SPBAC-BP,toluene,S0S1,stda,-0.0000000705,Success
2SPBAC-BP,toluene,S0S1,stddft,0.0000000360,Success
2SPBAC-BP,toluene,S0T1,stda,0.0000000556,Success
2SPBAC-BP,toluene,S0T1,stddft,-0.0000000312,Success
2-TA-AN,gas,S0S1,stda,-0.0000000268,Success
2-TA-AN,gas,S0S1,stddft,0.0000000563,Success
2-TA-AN,gas,S0T1,stda,0.0000001249,Success
2-TA-AN,gas,S0T1,stddft,0.0000000353,Success
2-TA-AN,toluene,S0S1,stda,0.0000000009,Success
2-TA-AN,toluene,S0S1,stddft,-0.0000000537,Success
2-TA-AN,toluene,S0T1,stda,-0.0000000268,Success
2-TA-AN,toluene,S0T1,stddft,0.0000000883,Success
2tCz2CzBn,gas,S0S1,stda,0.0000000052,Success
2tCz2CzBn,gas,S0S1,stddft,0.0000000009,Success
2tCz2CzBn,gas,S0T1,stda,0.0000000317,Success
2tCz2CzBn,gas,S0T1,stddft,0.0000000091,Success
2tCz2CzBn,toluene,S0S1,stda,0.0000000177,Success
2tCz2CzBn,toluene,S0S1,stddft,-0.0000000182,Success
2tCz2CzBn,toluene,S0T1,stda,0.0000000380,Success
2tCz2CzBn,toluene,S0T1,stddft,0.0000000156,Success
2TCz-DPS,gas,S0S1,stda,0.0000000200,Success
2TCz-DPS,gas,S0S1,stddft,0.0000000359,Success
2TCz-DPS,gas,S0T1,stda,-0.0000000556,Success
2TCz-DPS,gas,S0T1,stddft,0.0000000274,Success
2TCz-DPS,toluene,S0S1,stda,0.0000000711,Success
2TCz-DPS,toluene,S0S1,stddft,-0.0000000161,Success
2TCz-DPS,toluene,S0T1,stda,-0.0000001551,Success
2TCz-DPS,toluene,S0T1,stddft,0.0000000019,Success
2TDBA-SBA,gas,S0S1,stda,0.0000000320,Success
2TDBA-SBA,gas,S0S1,stddft,0.0000000291,Success
2TDBA-SBA,gas,S0T1,stda,0.0000000474,Success
2TDBA-SBA,gas,S0T1,stddft,0.0000000042,Success
2TDBA-SBA,toluene,S0S1,stda,0.0000000361,Success
2TDBA-SBA,toluene,S0S1,stddft,0.0000000089,Success
2TDBA-SBA,toluene,S0T1,stda,0.0000000505,Success
2TDBA-SBA,toluene,S0T1,stddft,-0.0000000038,Success
2tPAB,gas,S0S1,stda,-0.0000000280,Success
2tPAB,gas,S0S1,stddft,0.0000000368,Success
2tPAB,gas,S0T1,stda,-0.0000000264,Success
2tPAB,gas,S0T1,stddft,-0.0000000040,Success
2tPAB,toluene,S0S1,stda,0.0000000505,Success
2tPAB,toluene,S0S1,stddft,-0.0000000054,Success
2tPAB,toluene,S0T1,stda,-0.0000000439,Success
2tPAB,toluene,S0T1,stddft,0.0000000237,Success
2Trz6CNDBT,gas,S0S1,stda,-0.0000000513,Success
2Trz6CNDBT,gas,S0S1,stddft,0.0000000049,Success
2Trz6CNDBT,gas,S0T1,stda,0.0000000383,Success
2Trz6CNDBT,gas,S0T1,stddft,-0.0000000071,Success
2Trz6CNDBT,toluene,S0S1,stda,0.0000000699,Success
2Trz6CNDBT,toluene,S0S1,stddft,0.0000000630,Success
2Trz6CNDBT,toluene,S0T1,stda,-0.0000000278,Success
2Trz6CNDBT,toluene,S0T1,stddft,-0.0000000190,Success
3,3−NHC,gas,S0S1,stda,-0.0000000586,Success
3,3−NHC,gas,S0S1,stddft,0.0000000786,Success
3,3−NHC,gas,S0T1,stda,-0.0000000666,Success
3,3−NHC,gas,S0T1,stddft,-0.0000000761,Success
3,3−NHC,toluene,S0S1,stda,0.0000000421,Success
3,3−NHC,toluene,S0S1,stddft,-0.0000000049,Success
3,3−NHC,toluene,S0T1,stda,0.0000000503,Success
3,3−NHC,toluene,S0T1,stddft,-0.0000001313,Success
35CzBPym,gas,S0S1,stda,0.0000000234,Success
35CzBPym,gas,S0S1,stddft,0.0000000320,Success
35CzBPym,gas,S0T1,stda,-0.0000000863,Success
35CzBPym,gas,S0T1,stddft,-0.0000000369,Success
35CzBPym,toluene,S0S1,stda,-0.0000000505,Success
35CzBPym,toluene,S0S1,stddft,0.0000001178,Success
35CzBPym,toluene,S0T1,stda,-0.0000000013,Success
35CzBPym,toluene,S0T1,stddft,0.0000000620,Success
35tCzBPym,gas,S0S1,stda,-0.0000000881,Success
35tCzBPym,gas,S0S1,stddft,0.0000001028,Success
35tCzBPym,gas,S0T1,stda,-0.0000000982,Success
35tCzBPym,gas,S0T1,stddft,0.0000000723,Success
35tCzBPym,toluene,S0S1,stda,0.0000000707,Success
35tCzBPym,toluene,S0S1,stddft,-0.0000000497,Success
35tCzBPym,toluene,S0T1,stda,0.0000000469,Success
35tCzBPym,toluene,S0T1,stddft,-0.0000000549,Success
36DTPAFM,gas,S0S1,stda,-0.0000000266,Success
36DTPAFM,gas,S0S1,stddft,0.0000000651,Success
36DTPAFM,gas,S0T1,stda,-0.0000000399,Success
36DTPAFM,gas,S0T1,stddft,0.0000000864,Success
36DTPAFM,toluene,S0S1,stda,0.0000000023,Success
36DTPAFM,toluene,S0S1,stddft,0.0000000951,Success
36DTPAFM,toluene,S0T1,stda,-0.0000000108,Success
36DTPAFM,toluene,S0T1,stddft,-0.0000000851,Success
3,6-MeCzOXD,gas,S0S1,stda,-0.0000000417,Success
3,6-MeCzOXD,gas,S0S1,stddft,0.0000000272,Success
3,6-MeCzOXD,gas,S0T1,stda,-0.0000000669,Success
3,6-MeCzOXD,gas,S0T1,stddft,-0.0000000624,Success
3,6-MeCzOXD,toluene,S0S1,stda,-0.0000000131,Success
3,6-MeCzOXD,toluene,S0S1,stddft,0.0000000338,Success
3,6-MeCzOXD,toluene,S0T1,stda,-0.0000000629,Success
3,6-MeCzOXD,toluene,S0T1,stddft,-0.0000000089,Success
3,6-T2C,gas,S0S1,stda,-0.0000000841,Success
3,6-T2C,gas,S0S1,stddft,0.0000000048,Success
3,6-T2C,gas,S0T1,stda,-0.0000000301,Success
3,6-T2C,gas,S0T1,stddft,0.0000000005,Success
3,6-T2C,toluene,S0S1,stda,0.0000000353,Success
3,6-T2C,toluene,S0S1,stddft,0.0000000346,Success
3,6-T2C,toluene,S0T1,stda,-0.0000000298,Success
3,6-T2C,toluene,S0T1,stddft,-0.0000000335,Success
3,6-TC,gas,S0S1,stda,0.0000001503,Success
3,6-TC,gas,S0S1,stddft,0.0000000814,Success
3,6-TC,gas,S0T1,stda,0.0000000461,Success
3,6-TC,gas,S0T1,stddft,0.0000000683,Success
3,6-TC,toluene,S0S1,stda,0.0000001028,Success
3,6-TC,toluene,S0S1,stddft,-0.0000000164,Success
3,6-TC,toluene,S0T1,stda,-0.0000000126,Success
3,6-TC,toluene,S0T1,stddft,0.0000000458,Success
3-AcBPdCN,gas,S0S1,stda,0.0000000245,Success
3-AcBPdCN,gas,S0S1,stddft,0.0000000399,Success
3-AcBPdCN,gas,S0T1,stda,0.0000000528,Success
3-AcBPdCN,gas,S0T1,stddft,-0.0000000357,Success
3-AcBPdCN,toluene,S0S1,stda,-0.0000000209,Success
3-AcBPdCN,toluene,S0S1,stddft,-0.0000000122,Success
3-AcBPdCN,toluene,S0T1,stda,-0.0000000364,Success
3-AcBPdCN,toluene,S0T1,stddft,0.0000001113,Success
3-ACBPmCN,gas,S0S1,stda,-0.0000000216,Success
3-ACBPmCN,gas,S0S1,stddft,0.0000000032,Success
3-ACBPmCN,gas,S0T1,stda,-0.0000000360,Success
3-ACBPmCN,gas,S0T1,stddft,0.0000001083,Success
3-ACBPmCN,toluene,S0S1,stda,-0.0000000004,Success
3-ACBPmCN,toluene,S0S1,stddft,0.0000000070,Success
3-ACBPmCN,toluene,S0T1,stda,0.0000000393,Success
3-ACBPmCN,toluene,S0T1,stddft,0.0000001026,Success
3-AcBPtCN,gas,S0S1,stda,-0.0000000435,Success
3-AcBPtCN,gas,S0S1,stddft,0.0000000251,Success
3-AcBPtCN,gas,S0T1,stda,-0.0000000293,Success
3-AcBPtCN,gas,S0T1,stddft,-0.0000000225,Success
3-AcBPtCN,toluene,S0S1,stda,0.0000000806,Success
3-AcBPtCN,toluene,S0S1,stddft,-0.0000000052,Success
3-AcBPtCN,toluene,S0T1,stda,0.0000000729,Success
3-AcBPtCN,toluene,S0T1,stddft,0.0000000198,Success
3ai,gas,S0S1,stda,0.0000000747,Success
3ai,gas,S0S1,stddft,-0.0000000156,Success
3ai,gas,S0T1,stda,0.0000000502,Success
3ai,gas,S0T1,stddft,-0.0000000896,Success
3ai,toluene,S0S1,stda,0.0000000348,Success
3ai,toluene,S0S1,stddft,0.0000000410,Success
3ai,toluene,S0T1,stda,-0.0000000268,Success
3ai,toluene,S0T1,stddft,0.0000000908,Success
3-BHH,gas,S0S1,stda,-0.0000000528,Success
3-BHH,gas,S0S1,stddft,-0.0000000128,Success
3-BHH,gas,S0T1,stda,0.0000000515,Success
3-BHH,gas,S0T1,stddft,0.0000000015,Success
3-BHH,toluene,S0S1,stda,0.0000000560,Success
3-BHH,toluene,S0S1,stddft,-0.0000000060,Success
3-BHH,toluene,S0T1,stda,0.0000000203,Success
3-BHH,toluene,S0T1,stddft,0.0000000300,Success
3BPy-mDTC,gas,S0S1,stda,-0.0000000467,Success
3BPy-mDTC,gas,S0S1,stddft,-0.0000000025,Success
3BPy-mDTC,gas,S0T1,stda,0.0000000081,Success
3BPy-mDTC,gas,S0T1,stddft,0.0000000989,Success
3BPy-mDTC,toluene,S0S1,stda,-0.0000000419,Success
3BPy-mDTC,toluene,S0S1,stddft,-0.0000000287,Success
3BPy-mDTC,toluene,S0T1,stda,0.0000000148,Success
3BPy-mDTC,toluene,S0T1,stddft,0.0000000854,Success
3BrBI,gas,S0S1,stda,-0.0000000585,Success
3BrBI,gas,S0S1,stddft,0.0000000679,Success
3BrBI,gas,S0T1,stda,0.0000000340,Success
3BrBI,gas,S0T1,stddft,0.0000000027,Success
3BrBI,toluene,S0S1,stda,0.0000000809,Success
3BrBI,toluene,S0S1,stddft,-0.0000000196,Success
3BrBI,toluene,S0T1,stda,-0.0000000981,Success
3BrBI,toluene,S0T1,stddft,-0.0000000432,Success
3ca,gas,S0S1,stda,-0.0000000024,Success
3ca,gas,S0S1,stddft,-0.0000000448,Success
3ca,gas,S0T1,stda,-0.0000000733,Success
3ca,gas,S0T1,stddft,0.0000001282,Success
3ca,toluene,S0S1,stda,-0.0000000495,Success
3ca,toluene,S0S1,stddft,-0.0000000838,Success
3ca,toluene,S0T1,stda,0.0000000101,Success
3ca,toluene,S0T1,stddft,0.0000000098,Success
3CP-DPS-DMAC,gas,S0S1,stda,0.0000000026,Success
3CP-DPS-DMAC,gas,S0S1,stddft,0.0000000431,Success
3CP-DPS-DMAC,gas,S0T1,stda,-0.0000000033,Success
3CP-DPS-DMAC,gas,S0T1,stddft,-0.0000000173,Success
3CP-DPS-DMAC,toluene,S0S1,stda,0.0000000870,Success
3CP-DPS-DMAC,toluene,S0S1,stddft,0.0000000653,Success
3CP-DPS-DMAC,toluene,S0T1,stda,0.0000000415,Success
3CP-DPS-DMAC,toluene,S0T1,stddft,0.0000000117,Success
3CP-DPS-PXZ,gas,S0S1,stda,-0.0000000466,Success
3CP-DPS-PXZ,gas,S0S1,stddft,-0.0000000741,Success
3CP-DPS-PXZ,gas,S0T1,stda,0.0000000023,Success
3CP-DPS-PXZ,gas,S0T1,stddft,-0.0000000528,Success
3CP-DPS-PXZ,toluene,S0S1,stda,-0.0000000791,Success
3CP-DPS-PXZ,toluene,S0S1,stddft,-0.0000000177,Success
3CP-DPS-PXZ,toluene,S0T1,stda,0.0000000621,Success
3CP-DPS-PXZ,toluene,S0T1,stddft,0.0000000095,Success
3CzAnBzt,gas,S0S1,stda,-0.0000000401,Success
3CzAnBzt,gas,S0S1,stddft,-0.0000000668,Success
3CzAnBzt,gas,S0T1,stda,-0.0000000718,Success
3CzAnBzt,gas,S0T1,stddft,0.0000000520,Success
3CzAnBzt,toluene,S0S1,stda,0.0000000627,Success
3CzAnBzt,toluene,S0S1,stddft,0.0000000702,Success
3CzAnBzt,toluene,S0T1,stda,-0.0000001149,Success
3CzAnBzt,toluene,S0T1,stddft,-0.0000001028,Success
3CzAnN,gas,S0S1,stda,-0.0000000225,Success
3CzAnN,gas,S0S1,stddft,0.0000000060,Success
3CzAnN,gas,S0T1,stda,-0.0000000022,Success
3CzAnN,gas,S0T1,stddft,0.0000001285,Success
3CzAnN,toluene,S0S1,stda,0.0000000271,Success
3CzAnN,toluene,S0S1,stddft,0.0000000314,Success
3CzAnN,toluene,S0T1,stda,-0.0000000229,Success
3CzAnN,toluene,S0T1,stddft,0.0000000273,Success
3CzBN,gas,S0S1,stda,0.0000000043,Success
3CzBN,gas,S0S1,stddft,-0.0000000051,Success
3CzBN,gas,S0T1,stda,0.0000001378,Success
3CzBN,gas,S0T1,stddft,-0.0000000590,Success
3CzBN,toluene,S0S1,stda,0.0000000432,Success
3CzBN,toluene,S0S1,stddft,0.0000000911,Success
3CzBN,toluene,S0T1,stda,0.0000000127,Success
3CzBN,toluene,S0T1,stddft,-0.0000000586,Success
3CzFTFP,gas,S0S1,stda,-0.0000001162,Success
3CzFTFP,gas,S0S1,stddft,0.0000000526,Success
3CzFTFP,gas,S0T1,stda,-0.0000000097,Success
3CzFTFP,gas,S0T1,stddft,-0.0000000225,Success
3CzFTFP,toluene,S0S1,stda,0.0000000238,Success
3CzFTFP,toluene,S0S1,stddft,-0.0000000205,Success
3CzFTFP,toluene,S0T1,stda,-0.0000000343,Success
3CzFTFP,toluene,S0T1,stddft,0.0000000476,Success
3CzPhpPM,gas,S0S1,stda,-0.0000000705,Success
3CzPhpPM,gas,S0S1,stddft,0.0000000352,Success
3CzPhpPM,gas,S0T1,stda,-0.0000000402,Success
3CzPhpPM,gas,S0T1,stddft,0.0000001175,Success
3CzPhpPM,toluene,S0S1,stda,0.0000000271,Success
3CzPhpPM,toluene,S0S1,stddft,-0.0000000699,Success
3CzPhpPM,toluene,S0T1,stda,-0.0000000292,Success
3CzPhpPM,toluene,S0T1,stddft,-0.0000000329,Success
3DCPO,gas,S0S1,stda,0.0000000537,Success
3DCPO,gas,S0S1,stddft,-0.0000000185,Success
3DCPO,gas,S0T1,stda,-0.0000000762,Success
3DCPO,gas,S0T1,stddft,0.0000000038,Success
3DCPO,toluene,S0S1,stda,0.0000000250,Success
3DCPO,toluene,S0S1,stddft,-0.0000000494,Success
3DCPO,toluene,S0T1,stda,0.0000000083,Success
3DCPO,toluene,S0T1,stddft,-0.0000000515,Success
3DMAC-BP-Br,gas,S0S1,stda,0.0000000240,Success
3DMAC-BP-Br,gas,S0S1,stddft,0.0000000063,Success
3DMAC-BP-Br,gas,S0T1,stda,-0.0000000035,Success
3DMAC-BP-Br,gas,S0T1,stddft,0.0000000039,Success
3DMAC-BP-Br,toluene,S0S1,stda,0.0000000095,Success
3DMAC-BP-Br,toluene,S0S1,stddft,0.0000000212,Success
3DMAC-BP-Br,toluene,S0T1,stda,-0.0000000824,Success
3DMAC-BP-Br,toluene,S0T1,stddft,-0.0000000051,Success
3DMAC-BP-CN,gas,S0S1,stda,-0.0000000146,Success
3DMAC-BP-CN,gas,S0S1,stddft,0.0000000032,Success
3DMAC-BP-CN,gas,S0T1,stda,-0.0000000304,Success
3DMAC-BP-CN,gas,S0T1,stddft,0.0000001516,Success
3DMAC-BP-CN,toluene,S0S1,stda,0.0000000316,Success
3DMAC-BP-CN,toluene,S0S1,stddft,-0.0000000320,Success
3DMAC-BP-CN,toluene,S0T1,stda,-0.0000000733,Success
3DMAC-BP-CN,toluene,S0T1,stddft,-0.0000000128,Success
3DMACIPN,gas,S0S1,stda,-0.0000000408,Success
3DMACIPN,gas,S0S1,stddft,-0.0000000024,Success
3DMACIPN,gas,S0T1,stda,0.0000000069,Success
3DMACIPN,gas,S0T1,stddft,-0.0000000113,Success
3DMACIPN,toluene,S0S1,stda,0.0000000388,Success
3DMACIPN,toluene,S0S1,stddft,0.0000000019,Success
3DMACIPN,toluene,S0T1,stda,-0.0000000019,Success
3DMACIPN,toluene,S0T1,stddft,-0.0000000386,Success
3DPA3CN,gas,S0S1,stda,0.0000000087,Success
3DPA3CN,gas,S0S1,stddft,-0.0000000203,Success
3DPA3CN,gas,S0T1,stda,-0.0000000511,Success
3DPA3CN,gas,S0T1,stddft,-0.0000000995,Success
3DPA3CN,toluene,S0S1,stda,0.0000000084,Success
3DPA3CN,toluene,S0S1,stddft,-0.0000000173,Success
3DPA3CN,toluene,S0T1,stda,-0.0000001040,Success
3DPA3CN,toluene,S0T1,stddft,-0.0000000201,Success
3-DPM,gas,S0S1,stda,-0.0000000110,Success
3-DPM,gas,S0S1,stddft,-0.0000000282,Success
3-DPM,gas,S0T1,stda,0.0000001288,Success
3-DPM,gas,S0T1,stddft,0.0000000293,Success
3-DPM,toluene,S0S1,stda,0.0000000417,Success
3-DPM,toluene,S0S1,stddft,0.0000000468,Success
3-DPM,toluene,S0T1,stda,-0.0000000570,Success
3-DPM,toluene,S0T1,stddft,0.0000000028,Success
3DPTIA,gas,S0S1,stda,0.0000000725,Success
3DPTIA,gas,S0S1,stddft,-0.0000000276,Success
3DPTIA,gas,S0T1,stda,-0.0000000385,Success
3DPTIA,gas,S0T1,stddft,-0.0000000262,Success
3DPTIA,toluene,S0S1,stda,-0.0000000254,Success
3DPTIA,toluene,S0S1,stddft,0.0000000774,Success
3DPTIA,toluene,S0T1,stda,0.0000000125,Success
3DPTIA,toluene,S0T1,stddft,-0.0000000153,Success
3-DTPA-BBI,gas,S0S1,stda,0.0000000678,Success
3-DTPA-BBI,gas,S0S1,stddft,0.0000000576,Success
3-DTPA-BBI,gas,S0T1,stda,0.0000000438,Success
3-DTPA-BBI,gas,S0T1,stddft,-0.0000000103,Success
3-DTPA-BBI,toluene,S0S1,stda,0.0000001570,Success
3-DTPA-BBI,toluene,S0S1,stddft,-0.0000000818,Success
3-DTPA-BBI,toluene,S0T1,stda,0.0000001700,Success
3-DTPA-BBI,toluene,S0T1,stddft,-0.0000000820,Success
3PCzPFP,gas,S0S1,stda,0.0000000773,Success
3PCzPFP,gas,S0S1,stddft,-0.0000001402,Success
3PCzPFP,gas,S0T1,stda,0.0000000244,Success
3PCzPFP,gas,S0T1,stddft,0.0000000295,Success
3PCzPFP,toluene,S0S1,stda,0.0000001037,Success
3PCzPFP,toluene,S0S1,stddft,-0.0000000617,Success
3PCzPFP,toluene,S0T1,stda,0.0000000307,Success
3PCzPFP,toluene,S0T1,stddft,0.0000000255,Success
3Py-DMAC,gas,S0S1,stda,0.0000000421,Success
3Py-DMAC,gas,S0S1,stddft,-0.0000000018,Success
3Py-DMAC,gas,S0T1,stda,-0.0000000009,Success
3Py-DMAC,gas,S0T1,stddft,0.0000000399,Success
3Py-DMAC,toluene,S0S1,stda,-0.0000000099,Success
3Py-DMAC,toluene,S0S1,stddft,-0.0000000495,Success
3Py-DMAC,toluene,S0T1,stda,0.0000000011,Success
3Py-DMAC,toluene,S0T1,stddft,0.0000000183,Success
3TCPM,gas,S0S1,stda,-0.0000000104,Success
3TCPM,gas,S0S1,stddft,-0.0000000068,Success
3TCPM,gas,S0T1,stda,0.0000000328,Success
3TCPM,gas,S0T1,stddft,0.0000000226,Success
3TCPM,toluene,S0S1,stda,-0.0000000362,Success
3TCPM,toluene,S0S1,stddft,0.0000000153,Success
3TCPM,toluene,S0T1,stda,-0.0000000097,Success
3TCPM,toluene,S0T1,stddft,0.0000000537,Success
3TPAFM,gas,S0S1,stda,0.0000000125,Success
3TPAFM,gas,S0S1,stddft,0.0000002070,Success
3TPAFM,gas,S0T1,stda,0.0000000774,Success
3TPAFM,gas,S0T1,stddft,0.0000001330,Success
3TPAFM,toluene,S0S1,stda,-0.0000000666,Success
3TPAFM,toluene,S0S1,stddft,-0.0000000797,Success
3TPAFM,toluene,S0T1,stda,-0.0000000784,Success
3TPAFM,toluene,S0T1,stddft,0.0000000219,Success
4-Ac,gas,S0S1,stda,0.0000000138,Success
4-Ac,gas,S0S1,stddft,0.0000000368,Success
4-Ac,gas,S0T1,stda,0.0000000275,Success
4-Ac,gas,S0T1,stddft,-0.0000000400,Success
4-Ac,toluene,S0S1,stda,-0.0000000924,Success
4-Ac,toluene,S0S1,stddft,-0.0000000071,Success
4-Ac,toluene,S0T1,stda,0.0000000295,Success
4-Ac,toluene,S0T1,stddft,0.0000000819,Success
4BPy-mDTC,gas,S0S1,stda,0.0000000349,Success
4BPy-mDTC,gas,S0S1,stddft,0.0000000105,Success
4BPy-mDTC,gas,S0T1,stda,0.0000000185,Success
4BPy-mDTC,gas,S0T1,stddft,0.0000001022,Success
4BPy-mDTC,toluene,S0S1,stda,0.0000000766,Success
4BPy-mDTC,toluene,S0S1,stddft,0.0000000073,Success
4BPy-mDTC,toluene,S0T1,stda,-0.0000000861,Success
4BPy-mDTC,toluene,S0T1,stddft,0.0000000298,Success
4CzIPN,gas,S0S1,stda,0.0000000459,Success
4CzIPN,gas,S0S1,stddft,-0.0000000139,Success
4CzIPN,gas,S0T1,stda,0.0000000137,Success
4CzIPN,gas,S0T1,stddft,0.0000000354,Success
4CzIPN,toluene,S0S1,stda,0.0000000180,Success
4CzIPN,toluene,S0S1,stddft,-0.0000000342,Success
4CzIPN,toluene,S0T1,stda,0.0000000170,Success
4CzIPN,toluene,S0T1,stddft,-0.0000000050,Success
4CzMC,gas,S0S1,stda,0.0000000468,Success
4CzMC,gas,S0S1,stddft,0.0000000185,Success
4CzMC,gas,S0T1,stda,0.0000000193,Success
4CzMC,gas,S0T1,stddft,0.0000000022,Success
4CzMC,toluene,S0S1,stda,-0.0000000514,Success
4CzMC,toluene,S0S1,stddft,0.0000000159,Success
4CzMC,toluene,S0T1,stda,0.0000000363,Success
4CzMC,toluene,S0T1,stddft,0.0000000369,Success
4CzTPN,gas,S0S1,stda,-0.0000000069,Success
4CzTPN,gas,S0S1,stddft,0.0000000473,Success
4CzTPN,gas,S0T1,stda,-0.0000000237,Success
4CzTPN,gas,S0T1,stddft,0.0000000256,Success
4CzTPN,toluene,S0S1,stda,-0.0000000425,Success
4CzTPN,toluene,S0S1,stddft,-0.0000000335,Success
4CzTPN,toluene,S0T1,stda,-0.0000000018,Success
4CzTPN,toluene,S0T1,stddft,0.0000000278,Success
4-DBFBI,gas,S0S1,stda,0.0000000253,Success
4-DBFBI,gas,S0S1,stddft,-0.0000000302,Success
4-DBFBI,gas,S0T1,stda,0.0000000423,Success
4-DBFBI,gas,S0T1,stddft,-0.0000000275,Success
4-DBFBI,toluene,S0S1,stda,0.0000000365,Success
4-DBFBI,toluene,S0S1,stddft,0.0000000227,Success
4-DBFBI,toluene,S0T1,stda,0.0000000065,Success
4-DBFBI,toluene,S0T1,stddft,0.0000000082,Success
4-DPM,gas,S0S1,stda,0.0000000011,Success
4-DPM,gas,S0S1,stddft,-0.0000000201,Success
4-DPM,gas,S0T1,stda,0.0000000320,Success
4-DPM,gas,S0T1,stddft,0.0000000066,Success
4-DPM,toluene,S0S1,stda,-0.0000000121,Success
4-DPM,toluene,S0S1,stddft,0.0000000431,Success
4-DPM,toluene,S0T1,stda,0.0000001101,Success
4-DPM,toluene,S0T1,stddft,-0.0000000105,Success
4FBTPI,gas,S0S1,stda,-0.0000000699,Success
4FBTPI,gas,S0S1,stddft,0.0000000086,Success
4FBTPI,gas,S0T1,stda,0.0000000180,Success
4FBTPI,gas,S0T1,stddft,-0.0000000351,Success
4FBTPI,toluene,S0S1,stda,0.0000000085,Success
4FBTPI,toluene,S0S1,stddft,0.0000000464,Success
4FBTPI,toluene,S0T1,stda,0.0000000522,Success
4FBTPI,toluene,S0T1,stddft,-0.0000000611,Success
4F-m-ν-DABNA,gas,S0S1,stda,-0.0000000766,Success
4F-m-ν-DABNA,gas,S0S1,stddft,0.0000000424,Success
4F-m-ν-DABNA,gas,S0T1,stda,-0.0000000458,Success
4F-m-ν-DABNA,gas,S0T1,stddft,0.0000000143,Success
4F-m-ν-DABNA,toluene,S0S1,stda,-0.0000000392,Success
4F-m-ν-DABNA,toluene,S0S1,stddft,0.0000000516,Success
4F-m-ν-DABNA,toluene,S0T1,stda,0.0000000287,Success
4F-m-ν-DABNA,toluene,S0T1,stddft,-0.0000000071,Success
4F-ν-DABNA,gas,S0S1,stda,-0.0000000544,Success
4F-ν-DABNA,gas,S0S1,stddft,0.0000000036,Success
4F-ν-DABNA,gas,S0T1,stda,-0.0000000143,Success
4F-ν-DABNA,gas,S0T1,stddft,-0.0000000271,Success
4F-ν-DABNA,toluene,S0S1,stda,0.0000000584,Success
4F-ν-DABNA,toluene,S0S1,stddft,-0.0000000408,Success
4F-ν-DABNA,toluene,S0T1,stda,0.0000000002,Success
4F-ν-DABNA,toluene,S0T1,stddft,0.0000000040,Success
4NTAZ-PPI,gas,S0S1,stda,0.0000000000,Success
4NTAZ-PPI,gas,S0S1,stddft,0.0000000530,Success
