molecule_id,SMILES_canonical,source,MW,MW,LogP,n_aromatic_rings,n_aromatic_rings,n_heteroatoms,n_heteroatoms,n_rotatable_bonds,n_rotatable_bonds,n_hbd,n_hba,tpsa,n_rings,n_atoms
MOL_000131,Cc1cc(C)c(S(=O)(=O)[O-])c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)[O-])c2C)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+],PubChem_filtered,678.7,678.7,-0.38,4.0,4,12.0,12,6.0,6,2,10,172.6,5,46
MOL_000132,Cc1cc(C)c(S(=O)(=O)O)c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)O)c2C)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,634.73,634.73,6.29,4.0,4,12.0,12,6.0,6,4,8,166.94,5,44
MOL_000133,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,324.38,324.38,3.66,3.0,3,6.0,6,6.0,6,1,5,71.3,3,24
MOL_000134,Cc1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,PubChem_filtered,313.36,313.36,4.51,3.0,3,3.0,3,2.0,2,1,3,46.17,4,24
MOL_000135,COC(=O)c1c2ccccc2nc2ccccc12,PubChem_filtered,237.26,237.26,3.17,3.0,3,3.0,3,1.0,1,0,3,39.19,3,18
MOL_000136,Cc1cc2cc3ccc(N(C)C)cc3nc2cc1N,PubChem_filtered,251.33,251.33,3.34,3.0,3,3.0,3,1.0,1,1,3,42.15,3,19
MOL_000137,Cc1cc2cc3ccc([NH+](C)C)cc3nc2cc1N.[Cl-],PubChem_filtered,287.79,287.79,-0.94,3.0,3,3.0,3,1.0,1,2,2,43.35,3,20
MOL_000138,C1=C(CCc2ccncc2)c2ccccc2[NH+]1Cc1ccccc1.[Cl-],PubChem_filtered,348.88,348.88,0.79,3.0,3,2.0,2,5.0,5,1,1,17.33,4,25
MOL_000139,C[n+]1c2ccccc2c(N)c2ccccc21.[Cl-],PubChem_filtered,244.72,244.72,-0.6,3.0,3,2.0,2,0.0,0,1,1,29.9,3,17
MOL_000140,C[n+]1c2ccccc2c(N)c2ccccc21,PubChem_filtered,209.27,209.27,2.4,3.0,3,2.0,2,0.0,0,1,1,29.9,3,16
MOL_000141,C[n+]1c2ccccc2cc2ccccc21.[Cl-],PubChem_filtered,229.71,229.71,-0.18,3.0,3,1.0,1,0.0,0,0,0,3.88,3,16
MOL_000142,C[n+]1c2ccccc2cc2ccccc21,PubChem_filtered,194.26,194.26,2.82,3.0,3,1.0,1,0.0,0,0,0,3.88,3,15
MOL_000143,Nc1c2ccccc2nc2ccc(-c3ccccc3)cc12,PubChem_filtered,270.33,270.34,4.64,4.0,4,2.0,2,1.0,1,1,2,38.91,4,21
MOL_000144,C[n+]1c2cc(N)ccc2cc2ccc([NH3+])cc21.[Cl-].[Cl-],PubChem_filtered,296.2,296.2,-4.72,3.0,3,3.0,3,0.0,0,2,1,57.54,3,19
MOL_000145,Cc1cc(N(CCO)CCC#N)ccc1N=Nc1ccc([N+](=O)[O-])cc1,PubChem_filtered,353.38,353.38,4.03,2.0,2,8.0,8,8.0,8,1,7,115.12,2,26
MOL_000146,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.[Cl-],PubChem_filtered,417.98,417.98,2.31,4.0,4,3.0,3,4.0,4,0,1,12.05,4,30
MOL_000147,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,PubChem_filtered,382.53,382.53,5.31,4.0,4,3.0,3,4.0,4,0,1,12.05,4,29
MOL_000148,CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12.[Cl-].[Cl-],PubChem_filtered,472.89,472.89,-2.65,3.0,3,4.0,4,9.0,9,2,2,43.17,3,30
MOL_000149,CN(C)CCCNc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,PubChem_filtered,324.38,324.38,3.66,3.0,3,6.0,6,6.0,6,1,5,71.3,3,24
MOL_000150,C[NH+](C)CCC[NH2+]c1c2ccccc2nc2ccc([N+](=O)[O-])cc12.[Cl-].[Cl-],PubChem_filtered,397.31,397.31,-4.97,3.0,3,6.0,6,6.0,6,2,3,77.08,3,26
MOL_000151,CN(C)CCCNc1c2ccccc2nc2cc([N+](=O)[O-])ccc12,PubChem_filtered,324.38,324.38,3.66,3.0,3,6.0,6,6.0,6,1,5,71.3,3,24
MOL_000152,CC[NH+](CC)CCCC[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12.[Cl-].[Cl-],PubChem_filtered,458.86,458.86,-3.04,3.0,3,4.0,4,9.0,9,2,2,43.17,3,29
MOL_000153,CCN(CC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,PubChem_filtered,385.94,385.94,5.58,3.0,3,4.0,4,9.0,9,1,4,37.39,3,27
MOL_000154,Cc1cc(C)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1,PubChem_filtered,436.49,436.49,3.96,3.0,3,8.0,8,3.0,3,3,6,126.56,4,31
MOL_000155,Nc1c(S(=O)(=O)O)cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,394.41,394.41,3.03,3.0,3,8.0,8,3.0,3,3,6,126.56,4,28
MOL_000156,CC(=O)Nc1ccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1.[Na+],PubChem_filtered,474.45,474.45,-0.0,3.0,3,10.0,10,4.0,4,4,7,155.66,4,33
MOL_000157,CC(=O)Nc1ccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,PubChem_filtered,451.46,451.46,2.99,3.0,3,10.0,10,4.0,4,4,7,155.66,4,32
MOL_000158,O=C1c2ccc(O)c(O)c2C(=O)c2c(Nc3ccc(O)cc3)ccc(Nc3ccc(O)cc3)c21,PubChem_filtered,454.44,454.44,4.77,4.0,4,8.0,8,4.0,4,6,8,139.12,5,34
MOL_000159,C[NH+](C)CCC[NH2+]c1c2ccccc2nc2cccc([N+](=O)[O-])c12.[Cl-].[Cl-],PubChem_filtered,397.31,397.31,-4.97,3.0,3,6.0,6,6.0,6,2,3,77.08,3,26
MOL_000160,CN(C)c1ccc2c(-c3ccc([NH+](C)C)cc3)c3ccc(N)cc3nc2c1.[Cl-],PubChem_filtered,392.93,392.93,0.48,4.0,4,4.0,4,3.0,3,2,3,46.59,4,28
MOL_000161,CN(C)c1ccc(-c2c3ccc(N)cc3nc3cc(N(C)C)ccc23)cc1,PubChem_filtered,356.47,356.47,4.77,4.0,4,4.0,4,3.0,3,1,4,45.39,4,27
MOL_000162,N#CCCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,PubChem_filtered,373.8,373.8,4.38,2.0,2,8.0,8,8.0,8,1,7,115.12,2,26
MOL_000163,CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,PubChem_filtered,324.38,324.38,3.66,3.0,3,6.0,6,6.0,6,1,5,71.3,3,24
MOL_000164,CN(C)c1ccc2[nH]cc(CC#N)c2c1,PubChem_filtered,199.26,199.26,2.3,2.0,2,3.0,3,2.0,2,1,2,42.82,2,15
MOL_000165,c1ccc(N2CCN(c3c4c(nc5ccccc35)CCCC4)CC2)cc1,PubChem_filtered,343.47,343.47,4.44,3.0,3,3.0,3,2.0,2,0,3,19.37,5,26
MOL_000166,Cc1cccc2c(N)c3cccc(C)c3nc12,PubChem_filtered,222.29,222.29,3.59,3.0,3,2.0,2,0.0,0,1,2,38.91,3,17
MOL_000167,Nc1c2ccccc2nc2ccc(O)cc12,PubChem_filtered,210.24,210.24,2.68,3.0,3,3.0,3,0.0,0,2,3,59.14,3,16
MOL_000168,CCCCCCCNc1c2ccccc2nc2ccccc12,PubChem_filtered,292.43,292.43,5.77,3.0,3,2.0,2,7.0,7,1,2,24.92,3,22
MOL_000169,Cc1cc(N=Nc2ccc([N+](C)(C)[O-])cc2)ccn1,PubChem_filtered,256.31,256.31,3.87,2.0,2,5.0,5,3.0,3,0,4,60.67,2,19
MOL_000170,Cc1cc(N=Nc2ccc(N(C)C)cc2)cc(C)[n+]1[O-],PubChem_filtered,270.34,270.34,3.42,2.0,2,5.0,5,3.0,3,0,4,54.9,2,20
MOL_000171,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],PubChem_filtered,498.41,498.41,-8.39,3.0,3,13.0,13,9.0,9,3,12,216.2,3,35
MOL_000172,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,PubChem_filtered,388.51,388.51,6.19,4.0,4,4.0,4,5.0,5,3,4,79.37,4,29
MOL_000173,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccccc21,PubChem_filtered,297.31,297.31,4.1,4.0,4,3.0,3,0.0,0,1,2,49.93,5,23
MOL_000174,Cc1c2ccc(N)cc2[nH+]c2cc(N)ccc12.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],PubChem_filtered,468.99,468.99,1.84,6.0,6,6.0,6,0.0,0,4,5,131.11,6,34
MOL_000175,Cc1c2ccc(N)cc2nc2cc(N)ccc12,PubChem_filtered,223.28,223.28,2.86,3.0,3,3.0,3,0.0,0,2,3,64.93,3,17
MOL_000176,COc1ccc2nc3cc(Cl)ccc3c([NH2+]CC[NH2+]CCCl)c2c1.[Cl-].[Cl-],PubChem_filtered,437.2,437.2,-3.94,3.0,3,4.0,4,7.0,7,2,2,55.34,3,26
MOL_000177,COc1ccc2nc3cc(Cl)ccc3c(NCCNCCCl)c2c1,PubChem_filtered,364.28,364.28,4.29,3.0,3,4.0,4,7.0,7,2,4,46.18,3,24
MOL_000178,COc1ccc2nc3cc(Cl)ccc3c([NH2+]CC[NH+](CCCl)CCCl)c2c1.[Cl-].[Cl-],PubChem_filtered,499.7,499.7,-3.38,3.0,3,4.0,4,9.0,9,2,2,43.17,3,29
MOL_000179,COc1ccc2nc3cc(Cl)ccc3c(NCCN(CCCl)CCCl)c2c1,PubChem_filtered,426.78,426.78,5.24,3.0,3,4.0,4,9.0,9,1,4,37.39,3,27
MOL_000180,c1ccc2c(c1)CCN2CCc1ccncc1,PubChem_filtered,224.31,224.31,2.69,2.0,2,2.0,2,3.0,3,0,2,16.13,3,17
MOL_000181,CN(C)c1ccc(N=Nc2cccc3c[n+]([O-])ccc23)cc1,PubChem_filtered,292.34,292.34,3.95,3.0,3,5.0,5,3.0,3,0,4,54.9,3,22
MOL_000182,N#Cc1ccc(N2CC=C(c3ccccc3)CC2)cc1,PubChem_filtered,260.34,260.34,3.85,2.0,2,2.0,2,2.0,2,0,2,27.03,3,20
MOL_000183,CCCCc1c2ccc3ccccc3c2nc2ccc3ccccc3c12,PubChem_filtered,335.45,335.45,7.04,5.0,5,1.0,1,3.0,3,0,1,12.89,5,26
MOL_000184,CC(C)c1c2c(ccc3ccccc32)nc2ccc3ccccc3c12,PubChem_filtered,321.42,321.42,6.82,5.0,5,1.0,1,1.0,1,0,1,12.89,5,25
MOL_000185,Cc1cc2c(C)c3ccccc3nc2c2ccccc12,PubChem_filtered,257.34,257.34,5.16,4.0,4,1.0,1,0.0,0,0,1,12.89,4,20
MOL_000186,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,637.44,637.44,3.52,4.0,4,16.0,16,6.0,6,5,12,231.63,5,41
MOL_000187,COS(=O)(=O)[O-].Cc1ccc2c(c1)cc1ccccc1[n+]2C,PubChem_filtered,319.38,319.38,2.22,3.0,3,6.0,6,1.0,1,0,4,70.31,3,22
MOL_000188,Cc1ccc2c(c1)cc1ccccc1[n+]2C,PubChem_filtered,208.28,208.28,3.13,3.0,3,1.0,1,0.0,0,0,0,3.88,3,16
MOL_000189,C[n+]1c2ccccc2cc2cccc(N)c21.[Cl-],PubChem_filtered,244.72,244.72,-0.6,3.0,3,2.0,2,0.0,0,1,1,29.9,3,17
MOL_000190,C[n+]1c2ccccc2cc2cccc(N)c21,PubChem_filtered,209.27,209.27,2.4,3.0,3,2.0,2,0.0,0,1,1,29.9,3,16
MOL_000191,CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,PubChem_filtered,313.4,313.4,5.2,4.0,4,3.0,3,3.0,3,1,3,28.16,4,24
MOL_000192,N#CC1C=Cc2ccccc2N1C(=O)c1ccccc1,PubChem_filtered,260.3,260.3,3.25,2.0,2,3.0,3,1.0,1,0,2,44.1,3,20
MOL_000193,Nc1c2ccccc2nc2cc([N+](=O)[O-])ccc12,PubChem_filtered,239.23,239.23,2.88,3.0,3,5.0,5,1.0,1,1,4,82.05,3,18
MOL_000194,Clc1ccccc1[NH2+]c1c2ccccc2nc2ccccc12.[Cl-],PubChem_filtered,341.24,341.24,1.57,4.0,4,2.0,2,2.0,2,1,1,29.5,4,23
MOL_000195,Clc1ccccc1Nc1c2ccccc2nc2ccccc12,PubChem_filtered,304.78,304.78,5.79,4.0,4,2.0,2,2.0,2,1,2,24.92,4,22
MOL_000196,Brc1ccccc1[NH2+]c1c2ccccc2nc2ccccc12.[Cl-],PubChem_filtered,385.69,385.69,1.68,4.0,4,2.0,2,2.0,2,1,1,29.5,4,23
MOL_000197,Brc1ccccc1Nc1c2ccccc2nc2ccccc12,PubChem_filtered,349.23,349.23,5.89,4.0,4,2.0,2,2.0,2,1,2,24.92,4,22
MOL_000198,c1ccc(CCN2CCc3ccccc32)nc1,PubChem_filtered,224.31,224.31,2.69,2.0,2,2.0,2,3.0,3,0,2,16.13,3,17
MOL_000199,Clc1nc(Cl)nc(N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,317.18,317.18,4.65,3.0,3,4.0,4,3.0,3,0,4,41.91,3,21
MOL_000200,CCC(C)c1c2ccc(N(C)C)cc2nc2cc(N(C)C)ccc12,PubChem_filtered,321.47,321.47,5.03,3.0,3,3.0,3,4.0,4,0,3,19.37,3,24
MOL_000201,CN(C)c1ccc2c(-c3ccccc3)c3ccc(N(C)C)cc3nc2c1,PubChem_filtered,341.46,341.46,5.19,4.0,4,3.0,3,3.0,3,0,3,19.37,4,26
MOL_000202,C1=C[NH+](CCc2ccncc2)c2ccccc21.[Cl-],PubChem_filtered,258.75,258.75,-1.17,2.0,2,2.0,2,3.0,3,1,1,17.33,3,18
MOL_000203,COc1ccc2nc3cc(Cl)ccc3c([NH2+]CCC[NH2+]CCCl)c2c1.[Cl-].[Cl-],PubChem_filtered,451.23,451.23,-3.55,3.0,3,4.0,4,8.0,8,2,2,55.34,3,27
MOL_000204,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,PubChem_filtered,378.3,378.3,4.68,3.0,3,4.0,4,8.0,8,2,4,46.18,3,25
MOL_000205,CC[NH+](CC)CC[NH2+]c1c2ccccc2nc2cccc([N+](=O)[O-])c12.[Cl-].[Cl-],PubChem_filtered,411.33,411.33,-4.58,3.0,3,6.0,6,7.0,7,2,3,77.08,3,27
MOL_000206,CCN(CC)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,338.41,338.41,4.05,3.0,3,6.0,6,7.0,7,1,5,71.3,3,25
MOL_000207,CC[NH+](CC)CCC[NH2+]c1c2ccccc2nc2cccc([N+](=O)[O-])c12.[Cl-].[Cl-],PubChem_filtered,425.36,425.36,-4.19,3.0,3,6.0,6,8.0,8,2,3,77.08,3,28
MOL_000208,CCN(CC)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,352.44,352.44,4.44,3.0,3,6.0,6,8.0,8,1,5,71.3,3,26
MOL_000209,CCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1N(CC)CC,PubChem_filtered,316.4,316.4,3.11,2.0,2,5.0,5,6.0,6,1,4,62.4,2,23
MOL_000210,[Cl-].c1ccc2[nH+]c3ccccc3cc2c1,PubChem_filtered,215.68,215.68,-0.19,3.0,3,1.0,1,0.0,0,0,0,14.14,3,15
MOL_000211,Cc1c[n+]([O-])cc(C)c1N=Nc1ccc(N(C)C)cc1,PubChem_filtered,270.34,270.34,3.42,2.0,2,5.0,5,3.0,3,0,4,54.9,2,20
MOL_000212,Cc1c[n+]([O-])c(C)cc1N=Nc1ccc(N(C)C)cc1,PubChem_filtered,270.34,270.34,3.42,2.0,2,5.0,5,3.0,3,0,4,54.9,2,20
MOL_000213,C[NH+](C)CCC[NH2+]c1c2ccccc2[n+]([O-])c2cccc([N+](=O)[O-])c12.[Cl-].[Cl-],PubChem_filtered,413.31,413.31,-5.73,3.0,3,7.0,7,6.0,6,2,3,91.13,3,27
MOL_000214,CN(C)CCCN=c1c2ccccc2n(O)c2cccc([N+](=O)[O-])c12,PubChem_filtered,340.38,340.38,2.79,3.0,3,7.0,7,5.0,5,1,5,83.9,3,25
MOL_000215,c1ccc2c(NCCN3CCOCC3)c3ccccc3nc2c1,PubChem_filtered,307.4,307.4,3.13,3.0,3,4.0,4,4.0,4,1,4,37.39,4,23
MOL_000216,CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(N)c2c1,PubChem_filtered,283.29,283.29,3.28,3.0,3,6.0,6,3.0,3,1,5,91.28,3,21
MOL_000217,CN(C)c1ccc2cc3ccc(N(C)C)cc3[n+](C)c2c1,PubChem_filtered,280.4,280.39,2.95,3.0,3,3.0,3,2.0,2,0,2,10.36,3,21
MOL_000218,c1ccc2c(NCCCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,PubChem_filtered,526.73,526.73,9.73,6.0,6,4.0,4,13.0,13,2,4,49.84,6,40
MOL_000219,CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1Cl.[Na+].[Na+],PubChem_filtered,567.3,567.3,-7.09,3.0,3,13.0,13,9.0,9,3,12,216.2,3,37
MOL_000220,CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,PubChem_filtered,523.34,523.34,1.58,3.0,3,13.0,13,9.0,9,5,10,210.54,3,35
MOL_000221,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,PubChem_filtered,418.5,418.5,6.57,4.0,4,4.0,4,4.0,4,2,4,58.2,5,32
MOL_000222,O=C(Nc1cccc2c1C(=O)c1c(Nc3cccc4c3C(=O)c3c(NC(=O)c5ccccc5)cccc3C4=O)cccc1C2=O)c1ccccc1,PubChem_filtered,667.68,667.68,7.49,6.0,6,9.0,9,6.0,6,3,7,138.51,8,51
MOL_000223,CNc1c2ccccc2nc2ccccc12,PubChem_filtered,208.26,208.26,3.43,3.0,3,2.0,2,1.0,1,1,2,24.92,3,16
MOL_000224,Oc1ccc2nc3ccccc3cc2c1,PubChem_filtered,195.22,195.22,3.09,3.0,3,2.0,2,0.0,0,1,2,33.12,3,15
MOL_000225,O=C1c2ccccc2C(=O)c2c1cc(N1CCCCC1)c1cccnc21,PubChem_filtered,342.4,342.4,4.0,3.0,3,4.0,4,1.0,1,0,4,50.27,5,26
MOL_000226,O=C1c2ccccc2C(=O)c2c1cc(N1CCOCC1)c1cccnc21,PubChem_filtered,344.37,344.37,2.85,3.0,3,5.0,5,1.0,1,0,5,59.5,5,26
MOL_000227,Nc1cccc2nc3ccccc3c(N)c12,PubChem_filtered,209.25,209.25,2.55,3.0,3,3.0,3,0.0,0,2,3,64.93,3,16
MOL_000228,Nc1ccc2nc3ccccc3c(N)c2c1,PubChem_filtered,209.25,209.25,2.55,3.0,3,3.0,3,0.0,0,2,3,64.93,3,16
MOL_000229,Nc1ccc2nc3ccc(N)cc3cc2c1,PubChem_filtered,209.25,209.25,2.55,3.0,3,3.0,3,0.0,0,2,3,64.93,3,16
MOL_000230,Cc1cccc2nc3ccccc3c(N)c12,PubChem_filtered,208.26,208.26,3.28,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000231,Cc1ccc2nc3ccccc3c(N)c2c1,PubChem_filtered,208.26,208.26,3.28,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000232,Cc1ccc2c(N)c3ccccc3nc2c1,PubChem_filtered,208.26,208.26,3.28,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000233,Nc1ccc2nc3ccc(Cl)cc3cc2c1,PubChem_filtered,228.68,228.68,3.62,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000234,Nc1c2ccccc2nc2c(O)cccc12,PubChem_filtered,210.24,210.24,2.68,3.0,3,3.0,3,0.0,0,2,3,59.14,3,16
MOL_000235,C[n+]1c2ccccc2cc2cc(N)ccc21,PubChem_filtered,209.27,209.27,2.4,3.0,3,2.0,2,0.0,0,1,1,29.9,3,16
MOL_000236,C[n+]1c2ccccc2cc2ccc(N)cc21,PubChem_filtered,209.27,209.27,2.4,3.0,3,2.0,2,0.0,0,1,1,29.9,3,16
MOL_000237,Nc1c2ccccc2nc2ccc(Cl)cc12,PubChem_filtered,228.68,228.68,3.62,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000238,Nc1c2ccccc2nc2c(Cl)cccc12,PubChem_filtered,228.68,228.68,3.62,3.0,3,2.0,2,0.0,0,1,2,38.91,3,16
MOL_000239,Cc1cccc(CCN2CCN(c3ccccc3)CC2)n1,PubChem_filtered,281.4,281.4,2.75,2.0,2,3.0,3,4.0,4,0,3,19.37,3,21
MOL_000240,C[NH+](C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.[Cl-],PubChem_filtered,347.8,347.8,-1.79,3.0,3,6.0,6,4.0,4,1,3,69.58,3,24
MOL_000241,CN(C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21,PubChem_filtered,311.34,311.34,2.62,3.0,3,6.0,6,4.0,4,0,4,68.38,3,23
MOL_000242,C[NH+](C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.[Cl-],PubChem_filtered,361.83,361.83,-1.4,3.0,3,6.0,6,5.0,5,1,3,69.58,3,25
MOL_000243,CN(C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21,PubChem_filtered,325.37,325.37,3.01,3.0,3,6.0,6,5.0,5,0,4,68.38,3,24
MOL_000244,Cc1c2cc(N)ccc2nc2ccc(N)cc12,PubChem_filtered,223.28,223.28,2.86,3.0,3,3.0,3,0.0,0,2,3,64.93,3,17
MOL_000245,CCN(CCOC(=O)CCCCOC(=O)CCN(CC)c1ccc(C=C(C#N)C#N)c(C)c1)c1ccc(C=C(C#N)C#N)c(C)c1,PubChem_filtered,620.75,620.75,6.16,2.0,2,10.0,10,17.0,17,0,10,154.24,2,46
MOL_000246,COc1cccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c1,PubChem_filtered,344.37,344.37,3.8,3.0,3,5.0,5,3.0,3,2,5,81.42,4,26
MOL_000247,COc1ccc(N(CC[NH+]2CCCC2)Cc2ccccn2)cc1.[Cl-],PubChem_filtered,347.89,347.89,-1.22,2.0,2,4.0,4,7.0,7,1,3,29.8,3,24
MOL_000248,COc1ccc(N(CCN2CCCC2)Cc2ccccn2)cc1,PubChem_filtered,311.43,311.43,3.19,2.0,2,4.0,4,7.0,7,0,4,28.6,3,23
MOL_000249,C[NH+](C)CCN(Cc1ccccn1)c1ccccc1.[Cl-],PubChem_filtered,291.83,291.83,-1.76,2.0,2,3.0,3,6.0,6,1,2,20.57,2,20
MOL_000250,CN(C)CCN(Cc1ccccn1)c1ccccc1,PubChem_filtered,255.37,255.37,2.65,2.0,2,3.0,3,6.0,6,0,3,19.37,2,19
MOL_000251,[Cl-].c1ccc(N(CC[NH+]2CCCC2)Cc2ccccn2)cc1,PubChem_filtered,317.86,317.86,-1.23,2.0,2,3.0,3,6.0,6,1,2,20.57,3,22
MOL_000252,c1ccc(N(CCN2CCCC2)Cc2ccccn2)cc1,PubChem_filtered,281.4,281.4,3.18,2.0,2,3.0,3,6.0,6,0,3,19.37,3,21
MOL_000253,CC[NH+](CC)CCN(Cc1ccccn1)c1ccc(OC)cc1.[Cl-],PubChem_filtered,349.91,349.91,-0.97,2.0,2,4.0,4,9.0,9,1,3,29.8,2,24
MOL_000254,CCN(CC)CCN(Cc1ccccn1)c1ccc(OC)cc1,PubChem_filtered,313.45,313.45,3.44,2.0,2,4.0,4,9.0,9,0,4,28.6,2,23
MOL_000255,COc1ccc(N(CC[NH+]2CCCCC2)Cc2ccccn2)cc1.[Cl-],PubChem_filtered,361.92,361.92,-0.83,2.0,2,4.0,4,7.0,7,1,3,29.8,3,25
MOL_000256,COc1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,PubChem_filtered,325.46,325.46,3.58,2.0,2,4.0,4,7.0,7,0,4,28.6,3,24
MOL_000257,C[NH+](C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12.[Cl-],PubChem_filtered,303.75,303.75,-0.92,3.0,3,5.0,5,2.0,2,1,3,60.47,3,21
MOL_000258,CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12,PubChem_filtered,267.29,267.29,3.36,3.0,3,5.0,5,2.0,2,0,4,59.27,3,20
MOL_000259,Nc1nc(CN2CCN(c3ccccc3)CC2)nc(N2CCc3ccccc3C2)n1,PubChem_filtered,401.52,401.52,2.34,3.0,3,7.0,7,4.0,4,1,7,74.41,5,30
MOL_000260,c1ccc2c(Cc3c4ccccc4nc4ccccc34)ccnc2c1,PubChem_filtered,320.4,320.4,5.53,5.0,5,2.0,2,2.0,2,0,2,25.78,5,25
MOL_000261,c1ccc2nc(Cc3c4ccccc4nc4ccccc34)ccc2c1,PubChem_filtered,320.4,320.4,5.53,5.0,5,2.0,2,2.0,2,0,2,25.78,5,25
MOL_000262,CN(Cc1cnc2cc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1,PubChem_filtered,324.34,324.34,1.52,3.0,3,8.0,8,4.0,4,3,7,131.25,3,24
MOL_000263,CC(C)(C)c1cc2cc3cc(C(C)(C)C)c(N)cc3nc2cc1N,PubChem_filtered,321.47,321.47,5.15,3.0,3,3.0,3,0.0,0,2,3,64.93,3,24
MOL_000264,Cc1ccc2nc3c(ccc4ccccc43)cc2c1,PubChem_filtered,243.31,243.31,4.85,4.0,4,1.0,1,0.0,0,0,1,12.89,4,19
MOL_000265,BrCc1c2ccccc2nc2c1ccc1ccccc12,PubChem_filtered,322.2,322.21,5.44,4.0,4,1.0,1,1.0,1,0,1,12.89,4,20
MOL_000266,C[n+]1c2ccccc2c(N)c2ccccc21.[I-],PubChem_filtered,336.18,336.18,-0.6,3.0,3,2.0,2,0.0,0,1,1,29.9,3,17
MOL_000267,COc1ccc2nc3ccccc3c([NH2+]CCCSCCCl)c2c1.[Cl-],PubChem_filtered,397.37,397.37,0.96,3.0,3,4.0,4,8.0,8,1,3,38.73,3,25
MOL_000268,COc1ccc2nc3ccccc3c(NCCCSCCCl)c2c1,PubChem_filtered,360.91,360.91,5.17,3.0,3,4.0,4,8.0,8,1,4,34.15,3,24
MOL_000269,CC[n+]1c2cc(N(C)C)ccc2cc2ccc(N(C)C)cc21,PubChem_filtered,294.42,294.42,3.43,3.0,3,3.0,3,3.0,3,0,2,10.36,3,22
