CID,SMILES,MW,n_aromatic_rings,n_heteroatoms,n_rotatable_bonds,has_donor,has_acceptor
31503,CNc1c2ccccc2nc2ccccc12,208.26,3,2,1,True,True
31532,Oc1ccc2nc3ccccc3cc2c1,195.22,3,2,0,True,True
31533,O=C1c2ccccc2C(=O)c2c1cc(N1CCCCC1)c1cccnc21,342.4,3,4,1,True,True
31534,O=C1c2ccccc2C(=O)c2c1cc(N1CCOCC1)c1cccnc21,344.37,3,5,1,True,True
31623,Nc1cccc2nc3ccccc3c(N)c12,209.25,3,3,0,True,True
31624,Nc1ccc2nc3ccccc3c(N)c2c1,209.25,3,3,0,True,True
31625,Nc1ccc2nc3ccc(N)cc3cc2c1,209.25,3,3,0,True,True
31626,Cc1cccc2nc3ccccc3c(N)c12,208.26,3,2,0,True,True
31627,Cc1ccc2nc3ccccc3c(N)c2c1,208.26,3,2,0,True,True
31628,Cc1ccc2c(N)c3ccccc3nc2c1,208.26,3,2,0,True,True
31629,Nc1ccc2nc3ccc(Cl)cc3cc2c1,228.68,3,2,0,True,True
31631,Nc1c2ccccc2nc2c(O)cccc12,210.24,3,3,0,True,True
31632,C[n+]1c2ccccc2cc2cc(N)ccc21,209.27,3,2,0,True,True
31633,C[n+]1c2ccccc2cc2ccc(N)cc21,209.27,3,2,0,True,True
31756,Nc1c2ccccc2nc2ccc(Cl)cc12,228.68,3,2,0,True,True
31757,Nc1c2ccccc2nc2c(Cl)cccc12,228.68,3,2,0,True,True
31769,Cc1cccc(CCN2CCN(c3ccccc3)CC2)n1,281.4,2,3,4,True,True
32264,C[NH+](C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.[Cl-],347.8,3,6,4,True,True
32265,CN(C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21,311.34,3,6,4,True,True
32266,C[NH+](C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.[Cl-],361.83,3,6,5,True,True
32267,CN(C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21,325.37,3,6,5,True,True
33111,Cc1c2cc(N)ccc2nc2ccc(N)cc12,223.28,3,3,0,True,True
33189,CCN(CCOC(=O)CCCCOC(=O)CCN(CC)c1ccc(C=C(C#N)C#N)c(C)c1)c1ccc(C=C(C#N)C#N)c(C)c1,620.75,2,10,17,True,True
33784,COc1cccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c1,344.37,3,5,3,True,True
33840,COc1ccc(N(CC[NH+]2CCCC2)Cc2ccccn2)cc1.[Cl-],347.89,2,4,7,True,True
33841,COc1ccc(N(CCN2CCCC2)Cc2ccccn2)cc1,311.43,2,4,7,True,True
33848,C[NH+](C)CCN(Cc1ccccn1)c1ccccc1.[Cl-],291.83,2,3,6,True,True
33849,CN(C)CCN(Cc1ccccn1)c1ccccc1,255.37,2,3,6,True,True
33850,[Cl-].c1ccc(N(CC[NH+]2CCCC2)Cc2ccccn2)cc1,317.86,2,3,6,True,True
33851,c1ccc(N(CCN2CCCC2)Cc2ccccn2)cc1,281.4,2,3,6,True,True
33852,CC[NH+](CC)CCN(Cc1ccccn1)c1ccc(OC)cc1.[Cl-],349.91,2,4,9,True,True
33853,CCN(CC)CCN(Cc1ccccn1)c1ccc(OC)cc1,313.45,2,4,9,True,True
33932,COc1ccc(N(CC[NH+]2CCCCC2)Cc2ccccn2)cc1.[Cl-],361.92,2,4,7,True,True
33933,COc1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,325.46,2,4,7,True,True
34314,C[NH+](C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12.[Cl-],303.75,3,5,2,True,True
34315,CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12,267.29,3,5,2,True,True
34840,Nc1nc(CN2CCN(c3ccccc3)CC2)nc(N2CCc3ccccc3C2)n1,401.52,3,7,4,True,True
35388,c1ccc2c(Cc3c4ccccc4nc4ccccc34)ccnc2c1,320.4,5,2,2,True,True
35407,c1ccc2nc(Cc3c4ccccc4nc4ccccc34)ccc2c1,320.4,5,2,2,True,True
35457,CN(Cc1cnc2cc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1,324.34,3,8,4,True,True
36390,CC(C)(C)c1cc2cc3cc(C(C)(C)C)c(N)cc3nc2cc1N,321.47,3,3,0,True,True
36632,Cc1ccc2nc3c(ccc4ccccc43)cc2c1,243.31,4,1,0,True,True
36752,BrCc1c2ccccc2nc2c1ccc1ccccc12,322.2,4,1,1,True,True
37385,C[n+]1c2ccccc2c(N)c2ccccc21.[I-],336.18,3,2,0,True,True
37394,COc1ccc2nc3ccccc3c([NH2+]CCCSCCCl)c2c1.[Cl-],397.37,3,4,8,True,True
37395,COc1ccc2nc3ccccc3c(NCCCSCCCl)c2c1,360.91,3,4,8,True,True
37426,CC[n+]1c2cc(N(C)C)ccc2cc2ccc(N(C)C)cc21,294.42,3,3,3,True,True
37427,CCC[n+]1c2cc(N(C)C)ccc2cc2ccc(N(C)C)cc21,308.45,3,3,4,True,True
37611,C[NH2+]c1ccc(Nc2c3ccccc3nc3ccccc23)cc1.[Br-],380.29,4,3,3,True,True
37612,CNc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,299.38,4,3,3,True,True
38072,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,253.26,3,4,2,True,True
38134,ClCCSCC[NH2+]c1c2ccccc2nc2ccccc12.[Cl-],353.32,3,3,6,True,True
38135,ClCCSCCNc1c2ccccc2nc2ccccc12,316.86,3,3,6,True,True
38136,ClCCSCCC[NH2+]c1c2ccccc2nc2ccccc12.[Cl-],367.35,3,3,7,True,True
38137,ClCCSCCCNc1c2ccccc2nc2ccccc12,330.88,3,3,7,True,True
38140,CC[NH+](CCCl)CCC[NH2+]c1c2ccccc2nc2c(OC)cccc12.[Cl-].[Cl-],444.83,3,4,9,True,True
38141,CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,371.91,3,4,9,True,True
38142,COc1cccc2c([NH2+]CCSCCCl)c3ccccc3nc12.[Cl-],383.34,3,4,7,True,True
38143,COc1cccc2c(NCCSCCCl)c3ccccc3nc12,346.88,3,4,7,True,True
38144,COc1ccc2nc3cc(Cl)ccc3c([NH2+]CCOCCCl)c2c1.[Cl-],401.72,3,4,7,True,True
38145,COc1ccc2nc3cc(Cl)ccc3c(NCCOCCCl)c2c1,365.26,3,4,7,True,True
38146,CC[NH+](CCCl)CCOCC[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12.[Cl-].[Cl-],509.31,3,5,11,True,True
38147,CCN(CCCl)CCOCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,436.38,3,5,11,True,True
38160,ClCCSCCC[NH2+]c1c2ccccc2nc2cc3ccccc3cc12.[Cl-],417.41,4,3,7,True,True
38161,ClCCSCCCNc1c2ccccc2nc2cc3ccccc3cc12,380.94,4,3,7,True,True
38162,CCC[NH+](CCCl)CCCNc1c2ccccc2[nH+]c2c1ccc1ccc[nH+]c12.[Cl-].[Cl-].[Cl-],516.34,4,4,9,True,True
38163,CCCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,406.96,4,4,9,True,True
38209,COc1cc2cccnc2c2nc3ccccc3c([NH2+]CCCCCC[NH+](CCCl)CCCl)c12.[Cl-].[Cl-],572.41,4,5,13,True,True
38210,COc1cc2cccnc2c2nc3ccccc3c(NCCCCCCN(CCCl)CCCl)c12,499.49,4,5,13,True,True
38475,Cc1cc2cc3cc(C)c(N)cc3[n+](C)c2cc1N.[Cl-],287.79,3,3,0,True,True
38476,Cc1cc2cc3cc(C)c(N)cc3[n+](C)c2cc1N,252.34,3,3,0,True,True
38497,Nc1ccc2cc3c(N)cccc3nc2c1,209.25,3,3,0,True,True
38498,Cc1cc(C)c2nc3ccccc3c(N)c2c1,222.29,3,2,0,True,True
38499,Nc1c2ccccc2nc2c(-c3ccccc3)cccc12,270.33,4,2,1,True,True
38500,Nc1ccc2nc3cc(Cl)ccc3cc2c1,228.68,3,2,0,True,True
38501,Nc1ccc2cc3ccc(Cl)cc3nc2c1,228.68,3,2,0,True,True
38502,Nc1ccc2cc3cccc(N)c3nc2c1,209.25,3,3,0,True,True
38518,Cc1c(N)ccc2cc3ccc(N)c(C)c3nc12,237.31,3,3,0,True,True
38725,CCN(CC)CC=CC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,397.95,3,4,8,True,True
39305,Nc1ccc2c(N)c3ccc(N)cc3nc2c1,224.27,3,4,0,True,True
39456,C[n+]1c2ccccc2c(Cl)c2ccccc21,228.7,3,1,0,True,True
39930,COC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,328.37,4,4,3,True,True
40128,Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,271.36,4,1,0,True,True
40129,Cc1cc(C)c2nc3ccc4ccccc4c3c(C)c2c1,271.36,4,1,0,True,True
40460,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,452.62,3,7,9,True,True
40673,CCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1.[Cl-],441.98,4,6,7,True,True
40674,CCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,405.52,4,6,7,True,True
40675,CCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS([O-])(O)O,532.64,4,12,6,True,True
40676,CCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1,434.52,4,8,6,True,True
40678,CCCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)[O-],544.66,4,12,7,True,True
40679,CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1,448.55,4,8,7,True,True
40680,CCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1,462.58,4,8,8,True,True
40682,CCCCCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)[O-],572.71,4,12,9,True,True
40683,CCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1,476.6,4,8,9,True,True
40684,CCCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1,490.63,4,8,10,True,True
40685,CCCCCCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)[O-],586.74,4,12,10,True,True
40686,CC(=O)Nc1ccc2c([NH2+]c3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc2c1.CS(=O)(=O)[O-],516.6,4,12,5,True,True
40687,CC(=O)Nc1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc2c1,420.49,4,8,5,True,True
41337,[Cl-].[Cl-].[NH3+]Cc1cccc2cc3cccc(C[NH3+])c3nc12,310.23,3,3,2,True,True
41338,NCc1cccc2cc3cccc(CN)c3nc12,237.31,3,3,2,True,True
41445,CC(=O)N(C)c1ccc(Nc2cc(C)[nH]c3ccc4ncnc4c23)cc1.Cl,381.87,4,6,3,True,True
41446,CC(=O)N(C)c1ccc(Nc2cc(C)[nH]c3ccc4ncnc4c23)cc1,345.41,4,6,3,True,True
41871,[Cl-].[Cl-].c1ccc(Cc2c3ccccc3[nH+]c3ccccc23)[nH+]c1,343.26,4,2,2,True,True
41872,c1ccc(Cc2c3ccccc3nc3ccccc23)nc1,270.33,4,2,2,True,True
41873,[Cl-].[Cl-].c1ccc2c(Cc3cc[nH+]cc3)c3ccccc3[nH+]c2c1,343.26,4,2,2,True,True
41874,c1ccc2c(Cc3ccncc3)c3ccccc3nc2c1,270.33,4,2,2,True,True
41875,CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(Cc3ccnc4ccccc34)c2c1,409.45,5,6,5,True,True
41876,CCOc1ccc2c(c1)c(Cc1ccncc1)c1ccc([N+](=O)[O-])cc1[n+]2C.[I-],501.32,4,6,5,True,True
41877,CCOc1ccc2c(c1)c(Cc1ccncc1)c1ccc([N+](=O)[O-])cc1[n+]2C,374.42,4,6,5,True,True
42065,CCc1ccc2nc3c(ccc4ccccc43)c(C)c2c1,271.36,4,1,1,True,True
42559,c1ccc2c(NCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,498.67,6,4,11,True,True
42691,COc1ccc2c(=O)c3ccccc3[nH]c2c1CN(C)C,282.34,3,4,3,True,True
42692,CCN(CC)Cc1c(OC)ccc2c(=O)c3ccccc3[nH]c12,310.4,3,4,5,True,True
42693,COc1ccc2c(=O)c3ccccc3[nH]c2c1CN1CCCC1,308.38,3,4,3,True,True
42694,COc1ccc2c(=O)c3ccccc3[nH]c2c1CN1CCCCC1,322.41,3,4,3,True,True
42695,COc1ccc2c(=O)c3ccccc3[nH]c2c1CN1CCOCC1,324.38,3,5,3,True,True
42722,CC(=O)[O-].Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,336.39,4,5,0,True,True
42723,Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,277.35,4,3,0,True,True
42744,Cc1cc2nc3c(ccc4ccccc43)c(C)c2cc1C,271.36,4,1,0,True,True
42755,c1ccc2c(NCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,442.57,6,4,7,True,True
42756,CCCC(NCCCNc1c2ccccc2nc2ccccc12)Nc1c2ccccc2nc2ccccc12,499.66,6,5,10,True,True
42757,Cc1ccc(CC[NH+]2C3=C(CCC(C(=O)O)C3)c3cc(Cl)ccc32)cn1.[Cl-],405.33,2,4,4,True,True
42767,c1ccc2c(NCCCCCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,554.78,6,4,15,True,True
42803,Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,285.35,4,3,2,True,True
42804,CC(=O)Nc1cccc(Nc2c3ccccc3nc3ccccc23)c1,327.39,4,4,3,True,True
42805,Nc1cccc(Nc2c3ccccc3nc3ccccc23)c1,285.35,4,3,2,True,True
42806,NC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,313.36,4,4,3,True,True
42867,Fc1ccc(N2CCN(Cc3c(-c4ccccc4)c(CN4CCN(c5ccc(F)cc5)CC4)n4ccccc34)CC2)cc1,577.72,5,5,7,True,True
42868,Clc1ccccc1N1CCN(Cc2c(-c3ccccc3)c(CN3CCN(c4ccccc4Cl)CC3)n3ccccc23)CC1,610.63,5,5,7,True,True
42869,Clc1cccc(N2CCN(Cc3c(-c4ccccc4)c(CN4CCN(c5cccc(Cl)c5)CC4)n4ccccc34)CC2)c1,610.63,5,5,7,True,True
42870,Clc1ccc(N2CCN(Cc3c(-c4ccccc4)c(CN4CCN(c5ccc(Cl)cc5)CC4)n4ccccc34)CC2)cc1,610.63,5,5,7,True,True
42871,Cc1ccn2c(CN3CCN(c4ccccc4)CC3)c(-c3ccccc3)c(CN3CCN(c4ccccc4)CC3)c2c1,555.77,5,5,7,True,True
42872,c1ccc(-c2c(CN3CCN(c4ccccc4)CC3)c3ccccn3c2CN2CCN(c3ccccc3)CC2)cc1,541.74,5,5,7,True,True
42873,Cc1c(-c2ccccc2)c(CN2CCN(c3ccccc3)CC2)n2ccccc12,381.52,4,3,4,True,True
42875,c1ccc2c(NCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,470.62,6,4,9,True,True
42876,c1ccc2c(NCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,414.51,6,4,5,True,True
42877,c1ccc2c(NCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,428.54,6,4,6,True,True
42878,Cc1c(-c2ccccc2)c(CN2CCN(c3ccccc3)CC2)c2ccccn12,381.52,4,3,4,True,True
43053,Cc1c2ccc3ccccc3c2nc2c1ccc1ccccc12,293.37,5,1,0,True,True
43155,CCCCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3ccccc23)c(OC)c1.CS(=O)(=O)[O-],531.66,4,11,8,True,True
43156,CCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)c(OC)c1,435.55,4,7,8,True,True
43182,C[N+](C)(C)c1cccc2nsnc12.[I-],321.19,2,4,1,True,True
43183,C[N+](C)(C)c1cccc2nsnc12,194.28,2,4,1,True,True
43184,C[N+](C)(C)c1ccc2nsnc2c1.[I-],321.19,2,4,1,True,True
43185,C[N+](C)(C)c1ccc2nsnc2c1,194.28,2,4,1,True,True
43640,COc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,300.36,4,3,3,True,True
43664,Clc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,304.78,4,2,2,True,True
43726,c1ccc2c(NCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,456.59,6,4,8,True,True
43727,c1ccc2c(NCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,484.65,6,4,10,True,True
44042,Fc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,288.32,4,2,2,True,True
44234,NC(Cc1c2ccccc2nc2ccccc12)C(=O)O,266.3,3,4,3,True,True
44288,Cc1c(Cl)ccc2c(C)c3c(ccc4ccccc43)nc12,291.78,4,1,0,True,True
44289,CCc1c2ccc(Cl)c(C)c2nc2c1ccc1ccccc12,305.81,4,1,1,True,True
44291,CN(C)c1ccc(C=Cc2c3ccccc3nc3ccc4ccccc4c23)cc1,374.49,5,2,3,True,True
44292,CN(C)c1ccc(C=Cc2c3ccccc3nc3c2ccc2ccccc23)cc1,374.49,5,2,3,True,True
44299,O=[N+]([O-])c1ccc(N=NCc2c3ccccc3nc3c2ccc2ccccc23)cc1,392.42,5,6,4,True,True
44319,CCc1c2ccccc2nc2c1ccc1ccccc12,257.34,4,1,1,True,True
44320,CCc1cccc2ccc3nc4c(ccc5ccccc54)cc3c12,307.4,5,1,1,True,True
44321,CCc1cccc2ccc3nc4ccc5ccccc5c4cc3c12,307.4,5,1,1,True,True
44326,O=[N+]([O-])c1ccccc1C=Cc1c2ccccc2nc2ccc3ccccc3c12,376.42,5,4,3,True,True
44327,O=[N+]([O-])c1cccc(C=Cc2c3ccccc3nc3c2ccc2ccccc23)c1,376.42,5,4,3,True,True
44328,O=[N+]([O-])c1ccccc1C=Cc1c2ccccc2nc2c1ccc1ccccc12,376.42,5,4,3,True,True
44329,O=[N+]([O-])c1ccc(C=Cc2c3ccccc3nc3c2ccc2ccccc23)cc1,376.42,5,4,3,True,True
44339,CCc1c2cc(C)ccc2nc2c1ccc1ccccc12,271.36,4,1,1,True,True
44340,Cc1ccc2c(ccc3nc4c(C)cccc4c(C)c32)c1,271.36,4,1,0,True,True
44341,Cc1cc2nc3ccc4ccccc4c3c(C)c2cc1C,271.36,4,1,0,True,True
44342,Cc1cc2c(C)c3cccc(C)c3nc2c2ccccc12,271.36,4,1,0,True,True
44352,CN(C)c1ccc(N=Nc2cncc3ccccc23)cc1,276.34,3,4,3,True,True
44353,CN(C)c1ccc(N=Nc2cccc3cnccc23)cc1,276.34,3,4,3,True,True
44354,CN(C)c1ccc(N=Nc2cccc3ccncc23)cc1,276.34,3,4,3,True,True
44415,COc1cc(NS(C)(=O)=O)ccc1[NH2+]c1c2ccccc2nc2c(C(N)=O)cccc12.[Cl-],472.95,4,9,6,True,True
44416,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C(N)=O)cccc12,436.49,4,9,6,True,True
44457,c1ccc2c(NCCCCCCCCCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,610.89,6,4,19,True,True
45445,CN(C)c1ccc(C=Cc2c3c(ccc4ccccc43)nc3ccc4ccccc4c23)cc1,424.55,6,2,3,True,True
46357,Cc1ccc2nc3cc(C#N)ccc3c(Cl)c2c1,252.7,3,2,0,True,True
46529,Cc1c2ccc(Cl)c(C)c2nc2c1ccc1ccccc12,291.78,4,1,0,True,True
46530,Cc1cc2nc3ccc4ccccc4c3c(C)c2cc1F,275.33,4,1,0,True,True
46531,Cc1ccc(C)c2c(C)c3ccc4ccccc4c3nc12,271.36,4,1,0,True,True
46661,N#Cc1ccc2nc3ccccc3c(N)c2c1,219.25,3,3,0,True,True
46662,CN(C)c1ccc2cc3cc(N)ccc3nc2c1,237.31,3,3,1,True,True
46663,COC(=O)c1ccc2nc3ccccc3c(N)c2c1,252.27,3,4,1,True,True
46664,Nc1c2ccccc2nc2ccc(C(=O)O)cc12,238.25,3,4,1,True,True
46665,CC[NH+](CC)CCOC(=O)c1c2ccccc2nc2ccccc12.[Cl-],358.87,3,4,6,True,True
46666,CCN(CC)CCOC(=O)c1c2ccccc2nc2ccccc12,322.41,3,4,6,True,True
46667,COc1cc(NC(C)CCCN(C)C)c2nc3ccc(Cl)cc3cc2c1,371.91,3,4,7,True,True
46668,c1ccc2c(NC3CCCCC3)c3ccccc3nc2c1,276.38,3,2,2,True,True
46670,Nc1ccc2cc3cc(S(N)(=O)=O)ccc3nc2c1,273.32,3,6,1,True,True
46671,Nc1ccc2cc3cc(S(=O)(=O)O)ccc3nc2c1,274.3,3,6,1,True,True
46672,C[n+]1c2ccccc2cc2ccc(N)cc21.[Br-],289.18,3,2,0,True,True
46673,C[n+]1c2ccccc2c(N)c2ccccc21.[Br-],289.18,3,2,0,True,True
47466,CCc1cccc2nc3ccccc3cc12,207.28,3,1,1,True,True
47479,O=C(O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,314.34,4,4,3,True,True
47480,O=C(O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,328.37,4,4,4,True,True
47481,O=C(O)C=Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,340.38,4,4,4,True,True
47482,CS(=O)(=O)[O-].NC(=O)Cc1ccc([NH2+]c2c3ccccc3nc3ccccc23)cc1,423.49,4,8,4,True,True
47483,NC(=O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,327.39,4,4,4,True,True
47484,O=[N+]([O-])c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,315.33,4,5,3,True,True
47508,CC(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,327.39,4,4,3,True,True
47820,O=C(O)CCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1.[Cl-],392.89,4,4,6,True,True
47821,O=C(O)CCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,356.43,4,4,6,True,True
47822,O=C(O)CCCCCc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1.[Cl-],420.94,4,4,8,True,True
47823,O=C(O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,384.48,4,4,8,True,True
47824,O=C(O)CCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,398.51,4,4,9,True,True
47825,O=C(O)CCCCCCCc1ccc([NH2+]c2c3ccccc3nc3ccccc23)cc1.[Cl-],448.99,4,4,10,True,True
47826,O=C(O)CCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,412.53,4,4,10,True,True
47827,O=C(O)CCCCCCCCc1ccc([NH2+]c2c3ccccc3nc3ccccc23)cc1.[Cl-],463.02,4,4,11,True,True
47828,O=C(O)CCCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,426.56,4,4,11,True,True
47829,O=C(O)CCCOc1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1.[Cl-],408.89,4,5,7,True,True
47830,O=C(O)CCCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,372.42,4,5,7,True,True
47831,CCC(C(=O)O)c1ccc(Nc2c3ccccc3[nH+]c3ccccc23)cc1.[Cl-],392.89,4,4,5,True,True
47832,CCC(C(=O)O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,356.43,4,4,5,True,True
47833,CS(=O)(=O)O.NC(=O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,479.6,4,8,8,True,True
47834,NC(=O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,383.5,4,4,8,True,True
47835,CS(=O)(=O)[O-].NC(=O)CCCCCCCc1ccc([NH2+]c2c3ccccc3nc3ccccc23)cc1,507.66,4,8,10,True,True
47836,NC(=O)CCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,411.55,4,4,10,True,True
47837,CCCCCCS(=O)(=O)Nc1ccc([NH2+]c2c3ccccc3nc3ccccc23)cc1.[Cl-],470.04,4,6,9,True,True
47838,CCCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,433.58,4,6,9,True,True
47985,[Cl-].[Cl-].c1ccc(OCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,671.63,8,6,9,True,True
47986,c1ccc(OCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,598.71,8,6,9,True,True
47987,[Cl-].[Cl-].c1ccc(OCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,685.66,8,6,10,True,True
47988,c1ccc(OCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,612.73,8,6,10,True,True
47989,[Cl-].[Cl-].c1ccc(OCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,699.68,8,6,11,True,True
47990,c1ccc(OCCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,626.76,8,6,11,True,True
47991,[Cl-].[Cl-].c1ccc(OCCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,713.71,8,6,12,True,True
47992,c1ccc(OCCCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,640.79,8,6,12,True,True
47993,[Cl-].[Cl-].c1ccc(OCCCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,727.74,8,6,13,True,True
47994,c1ccc(OCCCCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,654.81,8,6,13,True,True
47995,[Cl-].[Cl-].c1ccc(OCCCCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,741.76,8,6,14,True,True
47996,c1ccc(OCCCCCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,668.84,8,6,14,True,True
47997,[Cl-].[Cl-].c1ccc(OCCCCCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,755.79,8,6,15,True,True
47998,c1ccc(OCCCCCCCCOc2ccccc2Nc2c3ccccc3nc3ccccc23)c(Nc2c3ccccc3nc3ccccc23)c1,682.87,8,6,15,True,True
47999,[Cl-].[Cl-].c1ccc(OCCCCCCCCCOc2ccccc2[NH2+]c2c3ccccc3nc3ccccc23)c([NH2+]c2c3ccccc3nc3ccccc23)c1,769.82,8,6,16,True,True
